context,question,answer
โรนัลด์ เรแกน อดีตประธานาธิบดีแห่งสหรัฐอเมริกา เคยดำรงตำแหน่งผู้ว่าการรัฐของรัฐใด   แคลิฟอร์เนีย,โรนัลด์ เรแกน อดีตประธานาธิบดีแห่งสหรัฐอเมริกา เคยดำรงตำแหน่งผู้ว่าการรัฐของรัฐใด,แคลิฟอร์เนีย
ฮิลลารี คลินตัน เคยดำรงตำแหน่งรัฐมนตรีว่าการกระทรวงการต่างประเทศในรัฐบาลประธานาธิบดีแห่งสหรัฐอเมริกาคนใด   บารัก โอบามา,ฮิลลารี คลินตัน เคยดำรงตำแหน่งรัฐมนตรีว่าการกระทรวงการต่างประเทศในรัฐบาลประธานาธิบดีแห่งสหรัฐอเมริกาคนใด,บารัก โอบามา
ผู้หญิงคนแรกที่ได้เป็นตัวแทนพรรคการเมืองหลักในการเลือกตั้งประธานาธิบดีสหรัฐอเมริกาคือใคร   ฮิลลารี คลินตัน,ผู้หญิงคนแรกที่ได้เป็นตัวแทนพรรคการเมืองหลักในการเลือกตั้งประธานาธิบดีสหรัฐอเมริกาคือใคร,ฮิลลารี คลินตัน
บิล คลินตัน เป็นประธานาธิบดีแห่งสหรัฐอเมริกาคนที่เท่าใด   42,บิล คลินตัน เป็นประธานาธิบดีแห่งสหรัฐอเมริกาคนที่เท่าใด,42
อดีตประธานาธิบดีแห่งสหรัฐอเมริกา บิล คลินตัน จบการศึกษาปริญญาตรีจากมหาวิทยาลัยใด   จอร์จทาวน์,อดีตประธานาธิบดีแห่งสหรัฐอเมริกา บิล คลินตัน จบการศึกษาปริญญาตรีจากมหาวิทยาลัยใด,จอร์จทาวน์
อิวานกา ทรัมป์ เป็นลูกสาวของประธานาธิบดีแห่งสหรัฐอเมริกาคนใด   ดอนัลด์ ทรัมป์,อิวานกา ทรัมป์ เป็นลูกสาวของประธานาธิบดีแห่งสหรัฐอเมริกาคนใด,ดอนัลด์ ทรัมป์
บิดาผู้สร้างชาติของสหรัฐอเมริกาคนใดปรากฏอยู่บนธนบัตร 100 ดอลลาร์สหรัฐ   เบนจามิน แฟรงคลิน,บิดาผู้สร้างชาติของสหรัฐอเมริกาคนใดปรากฏอยู่บนธนบัตร 100 ดอลลาร์สหรัฐ,เบนจามิน แฟรงคลิน
เบนจามิน แฟรงคลิน หนึ่งในบิดาผู้สร้างชาติของสหรัฐอเมริกามีนามแฝงว่าอะไร   นางไซเลนซ์ ดูกู๊ด,เบนจามิน แฟรงคลิน หนึ่งในบิดาผู้สร้างชาติของสหรัฐอเมริกามีนามแฝงว่าอะไร,นางไซเลนซ์ ดูกู๊ด
อับราฮัม ลินคอล์น เป็นประธานาธิบดีแห่งสหรัฐอเมริกาคนที่เท่าใด   16,อับราฮัม ลินคอล์น เป็นประธานาธิบดีแห่งสหรัฐอเมริกาคนที่เท่าใด,16
ใครคือผู้ลอบสังหาร อับราฮัม ลินคอล์น อดีตประธานาธิบดีแห่งสหรัฐอเมริกา   จอห์น วิลค์ส บูธ,ใครคือผู้ลอบสังหาร อับราฮัม ลินคอล์น อดีตประธานาธิบดีแห่งสหรัฐอเมริกา,จอห์น วิลค์ส บูธ
ทอมัส เจฟเฟอร์สัน เป็นประธานาธิบดีแห่งสหรัฐอเมริกาคนที่เท่าใด   3,ทอมัส เจฟเฟอร์สัน เป็นประธานาธิบดีแห่งสหรัฐอเมริกาคนที่เท่าใด,3
ใบหน้าของทอมัส เจฟเฟอร์สัน อดีตประธานาธิบดีแห่งสหรัฐอเมริกาปรากฏบนธนบัตรมูลค่ากี่ดอลลาร์สหรัฐ   2,ใบหน้าของทอมัส เจฟเฟอร์สัน อดีตประธานาธิบดีแห่งสหรัฐอเมริกาปรากฏบนธนบัตรมูลค่ากี่ดอลลาร์สหรัฐ,2
"แม่น้ำเซาฟรังซีสกูในประเทศบราซิลมีความยาวกี่กิโลเมตร   2,880",แม่น้ำเซาฟรังซีสกูในประเทศบราซิลมีความยาวกี่กิโลเมตร,"2,880"
แม่น้ำมิสซิสซิปปีในประเทศสหรัฐอเมริกามีจุดเริ่มต้นอยู่ที่รัฐใด   รัฐมินนิโซตา,แม่น้ำมิสซิสซิปปีในประเทศสหรัฐอเมริกามีจุดเริ่มต้นอยู่ที่รัฐใด,รัฐมินนิโซตา
นิติเวชกีฏวิทยาคืออะไร   การใช้แมลงในการสืบสวนคดีอาชญากรรม,นิติเวชกีฏวิทยาคืออะไร,การใช้แมลงในการสืบสวนคดีอาชญากรรม
คิม ซุงจุน นักมวยสากลชาวเกาหลีใต้ มีสถิติการชกชนะกี่ครั้ง   28,คิม ซุงจุน นักมวยสากลชาวเกาหลีใต้ มีสถิติการชกชนะกี่ครั้ง,28
คิม ซุงจุน นักมวยสากลชาวเกาหลีใต้เสียชีวิตด้วยสาเหตุใด   ฆ่าตัวตาย,คิม ซุงจุน นักมวยสากลชาวเกาหลีใต้เสียชีวิตด้วยสาเหตุใด,ฆ่าตัวตาย
พระราชพิธีบรมราชาภิเษกของสมเด็จพระราชินีนาถเอลิซาเบธที่ 2 แห่งสหราชอาณาจักร จัดขึ้นที่วิหารใด   เวสมินสเตอร์,พระราชพิธีบรมราชาภิเษกของสมเด็จพระราชินีนาถเอลิซาเบธที่ 2 แห่งสหราชอาณาจักร จัดขึ้นที่วิหารใด,เวสมินสเตอร์
มูลนิธิแพทย์อาสาสมเด็จพระศรีนครินทราบรมราชชนนีมีชื่อย่อว่าอะไร   พอ.สว.,มูลนิธิแพทย์อาสาสมเด็จพระศรีนครินทราบรมราชชนนีมีชื่อย่อว่าอะไร,พอ.สว.
สมเด็จพระราชินีนาถเอลิซาเบธที่ 2 แห่งสหราชอาณาจักร ทรงมีพระราชโอรสและพระราชธิดารวมทั้งสิ้นกี่พระองค์   4,สมเด็จพระราชินีนาถเอลิซาเบธที่ 2 แห่งสหราชอาณาจักร ทรงมีพระราชโอรสและพระราชธิดารวมทั้งสิ้นกี่พระองค์,4
หน่วยแพทย์เคลื่อนที่มูลนิธิแพทย์อาสาสมเด็จพระศรีนครินทราบรมราชชนนีเริ่มดำเนินการตั้งแต่ปี พ.ศ. ใด   2512,หน่วยแพทย์เคลื่อนที่มูลนิธิแพทย์อาสาสมเด็จพระศรีนครินทราบรมราชชนนีเริ่มดำเนินการตั้งแต่ปี พ.ศ. ใด,2512
ผู้ใดเป็นจักพรรดิอินเดียพระองค์สุดท้าย   สมเด็จพระเจ้าจอร์จที่ 6 แห่งสหราชอาณาจักร,ผู้ใดเป็นจักพรรดิอินเดียพระองค์สุดท้าย,สมเด็จพระเจ้าจอร์จที่ 6 แห่งสหราชอาณาจักร
สมเด็จพระเจ้าจอร์จที่ 6 แห่งสหราชอาณาจักร มีชื่อเล่นที่เรียกกันในพระราชวงศ์ว่าอะไร   เบอร์ตี้,สมเด็จพระเจ้าจอร์จที่ 6 แห่งสหราชอาณาจักร มีชื่อเล่นที่เรียกกันในพระราชวงศ์ว่าอะไร,เบอร์ตี้
ใครเป็นผู้วาดหนังสือการ์ตูนเรื่อง เซนต์เซย์ย่า Next Dimension ศึกถล่มอเวจี   มาซามิ คุรุมาดะ,ใครเป็นผู้วาดหนังสือการ์ตูนเรื่อง เซนต์เซย์ย่า Next Dimension ศึกถล่มอเวจี,มาซามิ คุรุมาดะ
เจ้าชายเอดเวิร์ด ดยุกแห่งวินเซอร์ หรืออดีตสมเด็จพระเจ้าเอดเวิร์ดที่ 8 เสกสมรสกับผู้ใด   วอลลิส ซิมป์สัน,เจ้าชายเอดเวิร์ด ดยุกแห่งวินเซอร์ หรืออดีตสมเด็จพระเจ้าเอดเวิร์ดที่ 8 เสกสมรสกับผู้ใด,วอลลิส ซิมป์สัน
พระประมุของค์ใดของสหราชอาณาจักรที่ทรงสละราชบัลลังก์อย่างสมัครใจ   สมเด็จพระเจ้าเอดเวิร์ดที่ 8,พระประมุของค์ใดของสหราชอาณาจักรที่ทรงสละราชบัลลังก์อย่างสมัครใจ,สมเด็จพระเจ้าเอดเวิร์ดที่ 8
ใครเป็นผู้พากย์เสียงภาษาอังกฤษตัวละครโอลาฟ จากเรื่องผจญภัยแดนคำสาปราชินีหิมะ   Josh Gad,ใครเป็นผู้พากย์เสียงภาษาอังกฤษตัวละครโอลาฟ จากเรื่องผจญภัยแดนคำสาปราชินีหิมะ,Josh Gad
ผลงานเพลงชุดแรกของเอมเมลี เด ฟอเรสต์ นักร้องชาวเดนมาร์ก ออกวางขายในปี ค.ศ. อะไร   2013,ผลงานเพลงชุดแรกของเอมเมลี เด ฟอเรสต์ นักร้องชาวเดนมาร์ก ออกวางขายในปี ค.ศ. อะไร,2013
วิลาศ น้อมเจริญเคยเป็นนักกีฬาชนิดใดก่อนจะมาเป็นนักฟุตบอล   วอลเลย์บอล,วิลาศ น้อมเจริญเคยเป็นนักกีฬาชนิดใดก่อนจะมาเป็นนักฟุตบอล,วอลเลย์บอล
ผู้รักษาประตูฟุตบอลหญิงทีมชาติไทย วราภรณ์ บุญสิงห์ เริ่มเล่นฟุตบอลตั้งแต่อายุเท่าไร   12,ผู้รักษาประตูฟุตบอลหญิงทีมชาติไทย วราภรณ์ บุญสิงห์ เริ่มเล่นฟุตบอลตั้งแต่อายุเท่าไร,12
นวนิยายแนวลึกลับและสืบสวนชื่อเรื่องว่า รหัสลับดาวินชี ประพันธ​์โดยใคร   แดน บราวน์,นวนิยายแนวลึกลับและสืบสวนชื่อเรื่องว่า รหัสลับดาวินชี ประพันธ​์โดยใคร,แดน บราวน์
ใครคือผู้วาดภาพวาดสีน้ำมันชื่อว่า โมนาลิซ่า   เลโอนาร์โด ดา วินชี,ใครคือผู้วาดภาพวาดสีน้ำมันชื่อว่า โมนาลิซ่า,เลโอนาร์โด ดา วินชี
สงครามกลางเมืองอเมริกาสิ้นสุดลงเมื่อปีค.ศ.ใด   1865,สงครามกลางเมืองอเมริกาสิ้นสุดลงเมื่อปีค.ศ.ใด,1865
เพลงชาติไทย ประพันธ์ทำนองโดยใคร   พระเจนดุริยางค์,เพลงชาติไทย ประพันธ์ทำนองโดยใคร,พระเจนดุริยางค์
เนื้อร้องฉบับแรกของเพลงชาติไทย ประพันธ์โดยใคร   ขุนวิจิตรมาตรา,เนื้อร้องฉบับแรกของเพลงชาติไทย ประพันธ์โดยใคร,ขุนวิจิตรมาตรา
เนื้อเพลงชาติประจำสหรัฐอเมริกามีที่มาจากกวีนิพนธ์ชื่อว่าอะไร   การต่อสู้พิทักษ์ป้อมแม็กเฮ็นรี่,เนื้อเพลงชาติประจำสหรัฐอเมริกามีที่มาจากกวีนิพนธ์ชื่อว่าอะไร,การต่อสู้พิทักษ์ป้อมแม็กเฮ็นรี่
เดอะสตาร์สแปงเกิลด์แบนเนอร์ ถูกกำหนดให้เป็นเพลงชาติของสหรัฐอเมริกาอย่างเป็นทางการตามกฎหมายเมื่อปีพ.ศ.ใด   2474,เดอะสตาร์สแปงเกิลด์แบนเนอร์ ถูกกำหนดให้เป็นเพลงชาติของสหรัฐอเมริกาอย่างเป็นทางการตามกฎหมายเมื่อปีพ.ศ.ใด,2474
ประธานาธิบดีคนที่ 33 ของสหรัฐอเมริกาคือใคร   แฮร์รี เอส ทรูแมน,ประธานาธิบดีคนที่ 33 ของสหรัฐอเมริกาคือใคร,แฮร์รี เอส ทรูแมน
จอห์น เอฟ เคนเนดี อดีตประธานาธิบดีสหรัฐอเมริกาถูกยิงเสียชีวิตที่เมืองใดในรัฐเท็กซัส   แดลลัส,จอห์น เอฟ เคนเนดี อดีตประธานาธิบดีสหรัฐอเมริกาถูกยิงเสียชีวิตที่เมืองใดในรัฐเท็กซัส,แดลลัส
จอห์น เอฟ เคนเนดี อดีตประธานาธิบดีสหรัฐอเมริกาเกิดเมื่อปีค.ศ.ใด   1917,จอห์น เอฟ เคนเนดี อดีตประธานาธิบดีสหรัฐอเมริกาเกิดเมื่อปีค.ศ.ใด,1917
มาริลิน มอนโร นักแสดงหญิงชาวอเมริกันเสียชีวิตเมื่อปีค.ศ.ใด   1962,มาริลิน มอนโร นักแสดงหญิงชาวอเมริกันเสียชีวิตเมื่อปีค.ศ.ใด,1962
บุนทิวในเรื่องสามก๊กถูกฆ่าตายในการศึกกับทัพของผู้ใด   โจโฉ,บุนทิวในเรื่องสามก๊กถูกฆ่าตายในการศึกกับทัพของผู้ใด,โจโฉ
ปลาฉนากเขียวมีชื่อวิทยาศาสตร์ว่าอะไร   Pristis zijsron,ปลาฉนากเขียวมีชื่อวิทยาศาสตร์ว่าอะไร,Pristis zijsron
ใครเป็นผู้วาดการ์ตูนญี่ปุ่นเรื่องสแลมดังก์   ทาเคฮิโกะ อิโนอุเอะ,ใครเป็นผู้วาดการ์ตูนญี่ปุ่นเรื่องสแลมดังก์,ทาเคฮิโกะ อิโนอุเอะ
พระมหาโพธิวงศาจารย์ อดีตที่ปรึกษาเจ้าคณะภาค 6 มีนามเดิมว่าอะไร   สุจี ขรวงค์,พระมหาโพธิวงศาจารย์ อดีตที่ปรึกษาเจ้าคณะภาค 6 มีนามเดิมว่าอะไร,สุจี ขรวงค์
พระมหาโพธิวงศาจารย์ อดีตที่ปรึกษาเจ้าคณะภาค 6 มรณภาพเมื่อใด   2 พฤศจิกายน พ.ศ. 2554,พระมหาโพธิวงศาจารย์ อดีตที่ปรึกษาเจ้าคณะภาค 6 มรณภาพเมื่อใด,2 พฤศจิกายน พ.ศ. 2554
ผลงานเพลงชุดแรกของทาทายังออกจำหน่ายในปี พ.ศ. ใด   2544,ผลงานเพลงชุดแรกของทาทายังออกจำหน่ายในปี พ.ศ. ใด,2544
นักฟุตบอลชาวสวิตเซอร์แลนด์ แจร์ดัน ชาชีรี ย้ายมายังสโมสรฟุตบอลสโตกซิตี้ด้วยค่าตัวกี่ปอนด์   12 ล้านปอนด์,นักฟุตบอลชาวสวิตเซอร์แลนด์ แจร์ดัน ชาชีรี ย้ายมายังสโมสรฟุตบอลสโตกซิตี้ด้วยค่าตัวกี่ปอนด์,12 ล้านปอนด์
ประเทศใดเป็นเจ้าภาพจัดการแข่งขันกีฬาเอเชียนเกมส์ฤดูหนาวปีค.ศ. 1996   จีน,ประเทศใดเป็นเจ้าภาพจัดการแข่งขันกีฬาเอเชียนเกมส์ฤดูหนาวปีค.ศ. 1996,จีน
แอ๊ด คาราบาวมีชื่อจริงว่าอะไร   ยืนยง โอภากุล,แอ๊ด คาราบาวมีชื่อจริงว่าอะไร,ยืนยง โอภากุล
แอ๊ด คาราบาวเป็นโปรดิวเซอร์ให้กับวงดนตรีใดในปี พ.ศ. 2522   แฮมเมอร์,แอ๊ด คาราบาวเป็นโปรดิวเซอร์ให้กับวงดนตรีใดในปี พ.ศ. 2522,แฮมเมอร์
ศุนทัร ปิจไช เข้ามาร่วมงานกับกูเกิลตั้งแต่ปี ค.ศ. ใด   2004,ศุนทัร ปิจไช เข้ามาร่วมงานกับกูเกิลตั้งแต่ปี ค.ศ. ใด,2004
เงี่ยงของปลากระเบนธงมีอะไรเคลือบอยู่   สารเคมีที่มีความเป็นพิษ,เงี่ยงของปลากระเบนธงมีอะไรเคลือบอยู่,สารเคมีที่มีความเป็นพิษ
ซิมโฟนีหมายเลข 1 ในบันไดเสียง บี แฟลต เมเจอร์ เป็นผลงานประพันธ์ของผู้ใด   โรเบิร์ต ชูมันน์,ซิมโฟนีหมายเลข 1 ในบันไดเสียง บี แฟลต เมเจอร์ เป็นผลงานประพันธ์ของผู้ใด,โรเบิร์ต ชูมันน์
ซิมโฟนีหมายเลข 1 ในบันไดเสียง บี แฟลต เมเจอร์ ของโรเบิร์ต ชูมันน์ ออกแสดงครั้งแรกเมื่อใด   31 มีนาคม ค.ศ. 1841,ซิมโฟนีหมายเลข 1 ในบันไดเสียง บี แฟลต เมเจอร์ ของโรเบิร์ต ชูมันน์ ออกแสดงครั้งแรกเมื่อใด,31 มีนาคม ค.ศ. 1841
เหี่ยวฟ้า ศิลปินตลกอาวุโส มีชื่อจริงว่าอะไร   พรมมา สระทองแก้ว,เหี่ยวฟ้า ศิลปินตลกอาวุโส มีชื่อจริงว่าอะไร,พรมมา สระทองแก้ว
เหี่ยวฟ้า ศิลปินตลกอาวุโส เสียชีวิตในปี พ.ศ. อะไร   2550,เหี่ยวฟ้า ศิลปินตลกอาวุโส เสียชีวิตในปี พ.ศ. อะไร,2550
มายูมิ โช นักพากย์หญิงชาวญี่ปุ่น มีสามีชื่อว่าอะไร   เคอิจิ นัมบะ,มายูมิ โช นักพากย์หญิงชาวญี่ปุ่น มีสามีชื่อว่าอะไร,เคอิจิ นัมบะ
ประเทศกัวเตมาลาตั้งอยู่ในภูมิภาคใด   อเมริกากลาง,ประเทศกัวเตมาลาตั้งอยู่ในภูมิภาคใด,อเมริกากลาง
ชนพื้นเมืองโบราณที่สำคัญของประเทศกัวเตมาลาคือชนเผ่าใด   มายา,ชนพื้นเมืองโบราณที่สำคัญของประเทศกัวเตมาลาคือชนเผ่าใด,มายา
กุหลาบเป็นดอกไม้ที่มีต้นกำเนิดมาจากทวีปใด   เอเชีย,กุหลาบเป็นดอกไม้ที่มีต้นกำเนิดมาจากทวีปใด,เอเชีย
สมาคมประชาชาติแห่งเอเชียตะวันออกเฉียงใต้หรืออาเซียนมีรัฐสมาชิกเริ่มต้นกี่ประเทศ   5,สมาคมประชาชาติแห่งเอเชียตะวันออกเฉียงใต้หรืออาเซียนมีรัฐสมาชิกเริ่มต้นกี่ประเทศ,5
ภาษาทางการของสมาคมประชาชาติแห่งเอเชียตะวันออกเฉียงใต้หรืออาเซียนคือภาษาใด   อังกฤษ,ภาษาทางการของสมาคมประชาชาติแห่งเอเชียตะวันออกเฉียงใต้หรืออาเซียนคือภาษาใด,อังกฤษ
ทวีปใดมีขนาดใหญ่ที่สุดในโลก   เอเชีย,ทวีปใดมีขนาดใหญ่ที่สุดในโลก,เอเชีย
ชมพูทวีปเป็นชื่อเรียกพื้นที่ส่วนใดของทวีปเอเชีย   เอเชียใต้,ชมพูทวีปเป็นชื่อเรียกพื้นที่ส่วนใดของทวีปเอเชีย,เอเชียใต้
ศาสนาใดคือศาสนาประจำชาติของประเทศมาเลเซีย   อิสลาม,ศาสนาใดคือศาสนาประจำชาติของประเทศมาเลเซีย,อิสลาม
ประเทศที่ใหญ่ที่สุดในทวีปอเมริกาใต้คือประเทศใด   บราซิล,ประเทศที่ใหญ่ที่สุดในทวีปอเมริกาใต้คือประเทศใด,บราซิล
ภาษาทางการของประเทศบราซิลคือภาษาใด   โปรตุเกส,ภาษาทางการของประเทศบราซิลคือภาษาใด,โปรตุเกส
"หุบผาชันใต้ทะเลในมหาสมุทรแปซิฟิกมีความลึกเฉลี่ยกี่เมตร   4,028",หุบผาชันใต้ทะเลในมหาสมุทรแปซิฟิกมีความลึกเฉลี่ยกี่เมตร,"4,028"
ใครเป็นผู้แต่งบทละครเรื่อง เวนิสวาณิช   วิลเลียม เชกสเปียร์,ใครเป็นผู้แต่งบทละครเรื่อง เวนิสวาณิช,วิลเลียม เชกสเปียร์
ใครเป็นผู้แปลบทละครเรื่อง เวนิสวาณิช เป็นภาษาไทยครั้งแรก   พระบาทสมเด็จพระมงกุฎเกล้าเจ้าอยู่หัว,ใครเป็นผู้แปลบทละครเรื่อง เวนิสวาณิช เป็นภาษาไทยครั้งแรก,พระบาทสมเด็จพระมงกุฎเกล้าเจ้าอยู่หัว
เคตามีน หรือ ยาเค ถูกค้นพบในปี ค.ศ. ใด   1962,เคตามีน หรือ ยาเค ถูกค้นพบในปี ค.ศ. ใด,1962
ใครเป็นผู้แต่งบทประพันธ์เรื่อง วนาลี   วรรณสิริ,ใครเป็นผู้แต่งบทประพันธ์เรื่อง วนาลี,วรรณสิริ
การสังหารหมู่ที่เมืองอมฤตสาร์ ประเทศอินเดีย ในปีพ.ศ. 2462 เกิดขึ้นที่สถานที่ใด   สวนสาธารณะจัลเลียนวลาบาฆ,การสังหารหมู่ที่เมืองอมฤตสาร์ ประเทศอินเดีย ในปีพ.ศ. 2462 เกิดขึ้นที่สถานที่ใด,สวนสาธารณะจัลเลียนวลาบาฆ
มหาตมะ คานธีได้นำหลักการใดมาใช้ในการประท้วงพระราชบัญญัติโรว์แลตต์ที่อังกฤษบังคับใช้หลังสงครามโลกครั้งที่ 1 สิ้นสุดลง   หลักสัตยาเคราะห์,มหาตมะ คานธีได้นำหลักการใดมาใช้ในการประท้วงพระราชบัญญัติโรว์แลตต์ที่อังกฤษบังคับใช้หลังสงครามโลกครั้งที่ 1 สิ้นสุดลง,หลักสัตยาเคราะห์
ภาคใดในประเทศไทยที่จะสามารถพบปลากัดปีนังได้   ภาคใต้,ภาคใดในประเทศไทยที่จะสามารถพบปลากัดปีนังได้,ภาคใต้
พฤติกรรมการฟักไข่ของปลากัดปีนังตัวผู้ที่ไม่เหมือนปลากัดจำพวกก่อหวอดคืออะไร   อมไข่ไว้ในปากจนฟักเป็นตัว,พฤติกรรมการฟักไข่ของปลากัดปีนังตัวผู้ที่ไม่เหมือนปลากัดจำพวกก่อหวอดคืออะไร,อมไข่ไว้ในปากจนฟักเป็นตัว
นักเทนนิสชายไทย วรพล ทองคำชู ได้เหรียญทองจากการแข่งขันในกีฬาซีเกมส์รวมกี่เหรียญ   7,นักเทนนิสชายไทย วรพล ทองคำชู ได้เหรียญทองจากการแข่งขันในกีฬาซีเกมส์รวมกี่เหรียญ,7
นักเทนนิสชายไทย วรพล ทองคำชู มีอันดับโลกประเภทเดี่ยวสูงสุดอยู่ที่อันดับที่เท่าไร   649,นักเทนนิสชายไทย วรพล ทองคำชู มีอันดับโลกประเภทเดี่ยวสูงสุดอยู่ที่อันดับที่เท่าไร,649
เหรียญราชรุจิคืออะไร   เหรียญสำหรับพระราชทานเป็นบำเหน็จในพระองค์พระมหากษัตริย์,เหรียญราชรุจิคืออะไร,เหรียญสำหรับพระราชทานเป็นบำเหน็จในพระองค์พระมหากษัตริย์
ด้านหลังของเหรียญราชรุจิรัชกาลที่ 9 เป็นรูปอะไร   จักร,ด้านหลังของเหรียญราชรุจิรัชกาลที่ 9 เป็นรูปอะไร,จักร
ฟ่าน ปิงปิง เป็นนักแสดงและนักร้องจากประเทศใด   จีน,ฟ่าน ปิงปิง เป็นนักแสดงและนักร้องจากประเทศใด,จีน
แพนด้าแดงเป็นสัตว์ประเภทใด   สัตว์เลี้ยงลูกด้วยนม,แพนด้าแดงเป็นสัตว์ประเภทใด,สัตว์เลี้ยงลูกด้วยนม
ไข้กาฬหลังแอ่นเป็นโรคที่เกิดจากการติดเชื้อสายพันธุ์ใด   เมนิงโกค็อกคัส,ไข้กาฬหลังแอ่นเป็นโรคที่เกิดจากการติดเชื้อสายพันธุ์ใด,เมนิงโกค็อกคัส
เทย์เลอร์ สวิฟต์เป็นนักร้องและนักแต่งเพลงชาวอะไร   อเมริกัน,เทย์เลอร์ สวิฟต์เป็นนักร้องและนักแต่งเพลงชาวอะไร,อเมริกัน
อัลบั้มแรกของเทย์เลอร์ สวิฟต์ นักร้องหญิงชาวอเมริกัน วางจำหน่ายในปีค.ศ.ใด   2006,อัลบั้มแรกของเทย์เลอร์ สวิฟต์ นักร้องหญิงชาวอเมริกัน วางจำหน่ายในปีค.ศ.ใด,2006
แฮรี่ พอตเตอร์กับนักโทษแห่งอัซคาบัน เป็นหนังสือเล่มที่เท่าใดในหนังสือชุด แฮร์รี่ พอตเตอร์   สาม,แฮรี่ พอตเตอร์กับนักโทษแห่งอัซคาบัน เป็นหนังสือเล่มที่เท่าใดในหนังสือชุด แฮร์รี่ พอตเตอร์,สาม
นวนิยายเล่มแรกในหนังสือชุดแฮร์รี่ พอตเตอร์มีชื่อว่าอะไร   แฮร์รี่ พอตเตอร์กับศิลาอาถรรพ์,นวนิยายเล่มแรกในหนังสือชุดแฮร์รี่ พอตเตอร์มีชื่อว่าอะไร,แฮร์รี่ พอตเตอร์กับศิลาอาถรรพ์
แฮร์รี่ พอตเตอร์ ตัวละครหลักในนวนิยายชุดแฮร์รี่ พอตเตอร์ มีแผลเป็นรูปอะไรอยู่บนหน้าผาก   สายฟ้า,แฮร์รี่ พอตเตอร์ ตัวละครหลักในนวนิยายชุดแฮร์รี่ พอตเตอร์ มีแผลเป็นรูปอะไรอยู่บนหน้าผาก,สายฟ้า
แฮร์รี่ พอตเตอร์ ตัวละครหลักในนวนิยายชุดแฮร์รี่ พอตเตอร์ มีแผลเป็นรูปอะไรอยู่บนหน้าผาก   สายฟ้า,แฮร์รี่ พอตเตอร์ ตัวละครหลักในนวนิยายชุดแฮร์รี่ พอตเตอร์ มีแผลเป็นรูปอะไรอยู่บนหน้าผาก,สายฟ้า
กีฬาคริกเก็ตมีผู้เล่นทีมละกี่คน   11,กีฬาคริกเก็ตมีผู้เล่นทีมละกี่คน,11
ใครคือผู้ก่อตั้งห้างสรรพสินค้าหรูหราชื่อว่าแฮร์รอดส์ ในกรุงลอนดอน ประเทศอังกฤษ   ชาร์ลส์ เฮนรี แฮร์รอด,ใครคือผู้ก่อตั้งห้างสรรพสินค้าหรูหราชื่อว่าแฮร์รอดส์ ในกรุงลอนดอน ประเทศอังกฤษ,ชาร์ลส์ เฮนรี แฮร์รอด
ห้างสรรพสินค้าหรูหราชื่อว่าแฮร์รอดส์ ในกรุงลอนดอน ประเทศอังกฤษ ก่อตั้งเมื่อปีพ.ศ.ใด   2377,ห้างสรรพสินค้าหรูหราชื่อว่าแฮร์รอดส์ ในกรุงลอนดอน ประเทศอังกฤษ ก่อตั้งเมื่อปีพ.ศ.ใด,2377
ใครคือผู้ก่อตั้งพรรคเดโมแครตของสหรัฐอเมริกา   ทอมัส เจฟเฟอร์สัน,ใครคือผู้ก่อตั้งพรรคเดโมแครตของสหรัฐอเมริกา,ทอมัส เจฟเฟอร์สัน
ชาร์ลี แชปลิน นักแสดงชาวสหราชอาณาจักร ได้รับรางวัลออสการ์เกียรติยศเมื่อปีค.ศ.ใด   1972,ชาร์ลี แชปลิน นักแสดงชาวสหราชอาณาจักร ได้รับรางวัลออสการ์เกียรติยศเมื่อปีค.ศ.ใด,1972
ชาร์ลี แชปลิน นักแสดงชาวสหราชอาณาจักร แต่งงานครั้งที่ 4 กับใคร   อูนา โอนีล,ชาร์ลี แชปลิน นักแสดงชาวสหราชอาณาจักร แต่งงานครั้งที่ 4 กับใคร,อูนา โอนีล
สำนักพิมพ์ใดจัดพิมพ์หนังสือฉบับภาษาไทยของนวนิยายแนวลึกลับและสืบสวนเรื่อง รหัสลับดาวินชี   แพรวสำนักพิมพ์,สำนักพิมพ์ใดจัดพิมพ์หนังสือฉบับภาษาไทยของนวนิยายแนวลึกลับและสืบสวนเรื่อง รหัสลับดาวินชี,แพรวสำนักพิมพ์
ประเทศใดใหญ่ที่สุดเป็นอันดับเจ็ดของโลก   อินเดีย,ประเทศใดใหญ่ที่สุดเป็นอันดับเจ็ดของโลก,อินเดีย
ระบบแม่น้ำที่ใหญ่ที่สุดในอินเดียมีชื่อว่าอะไร   แม่น้ำคงคา,ระบบแม่น้ำที่ใหญ่ที่สุดในอินเดียมีชื่อว่าอะไร,แม่น้ำคงคา
สกุลเงินแบบเก่าของประเทศสโลวาเกียคือสกุลเงินใด   อรูนาสโลวัก,สกุลเงินแบบเก่าของประเทศสโลวาเกียคือสกุลเงินใด,อรูนาสโลวัก
เมืองหลวงของประเทศสโลวาเกียมีชื่อว่าอะไร   บราติสลาวา,เมืองหลวงของประเทศสโลวาเกียมีชื่อว่าอะไร,บราติสลาวา
ประเทศเม็กซิโกตั้งอยู่ในทวีปใด   อเมริกาเหนือ,ประเทศเม็กซิโกตั้งอยู่ในทวีปใด,อเมริกาเหนือ
