context,question,answer
ละครเรื่องบุพเพสันนิวาส ออกอากาศในปี พ.ศ. 2561 เบลล่า ราณี แคมเปน แสดงคู่กับใคร   ธนวรรธน์ วรรธนะภูติ,ละครเรื่องบุพเพสันนิวาส ออกอากาศในปี พ.ศ. 2561 เบลล่า ราณี แคมเปน แสดงคู่กับใคร,ธนวรรธน์ วรรธนะภูติ
พี่สาวของรัดเกล้า อามระดิษ นักร้องและนักแสดงชาวไทย คือใคร   ดร.ใกล้รุ่ง อามระดิษ,พี่สาวของรัดเกล้า อามระดิษ นักร้องและนักแสดงชาวไทย คือใคร,ดร.ใกล้รุ่ง อามระดิษ
ยศวดี หัสดีวิจิตร เป็นนางแบบ นักร้อง และนักแสดงชาวไทย มีชื่อเล่นเรียกว่าอะไร   โย,ยศวดี หัสดีวิจิตร เป็นนางแบบ นักร้อง และนักแสดงชาวไทย มีชื่อเล่นเรียกว่าอะไร,โย
มยุริญ ผ่องผุดพันธ์ นักแสดงชาวไทย มีชื่อเล่นว่าอะไร   กิ๊ก,มยุริญ ผ่องผุดพันธ์ นักแสดงชาวไทย มีชื่อเล่นว่าอะไร,กิ๊ก
มณีนุช เสมรสุต จบการศึกษาระดับมัธยมปลายที่โรงเรียนอะไร   โรงเรียนศรีวิกรม์,มณีนุช เสมรสุต จบการศึกษาระดับมัธยมปลายที่โรงเรียนอะไร,โรงเรียนศรีวิกรม์
โรงเรียนสอนด้านดนตรีของครูอ้วน มณีนุช ชื่อว่าอะไร   M.S. STUDIO,โรงเรียนสอนด้านดนตรีของครูอ้วน มณีนุช ชื่อว่าอะไร,M.S. STUDIO
ภีรนีย์ คงไทย นักแสดงลูกครึ่งไทย-นอร์เวย์ มีชื่อเล่นเรียกว่าอะไร   แมท,ภีรนีย์ คงไทย นักแสดงลูกครึ่งไทย-นอร์เวย์ มีชื่อเล่นเรียกว่าอะไร,แมท
แม่ของแมท ภีรนีย์ คงไทย ใช้นามสกุลเดิมว่าอะไร   วงศ์ดารา,แม่ของแมท ภีรนีย์ คงไทย ใช้นามสกุลเดิมว่าอะไร,วงศ์ดารา
แพน ภิญญดา ภิญญากมลชาติ ชื่อเดิมเรียกว่าอะไร   นันท์ปภัส ปิ่นโรจน์กีรติ,แพน ภิญญดา ภิญญากมลชาติ ชื่อเดิมเรียกว่าอะไร,นันท์ปภัส ปิ่นโรจน์กีรติ
พี่ชายของแพน ภิญญดา ภิญญากมลชาติ คือใคร   วีเจนภัทร นัตธนนท์ ปิ่นโรจน์กีรติ,พี่ชายของแพน ภิญญดา ภิญญากมลชาติ คือใคร,วีเจนภัทร นัตธนนท์ ปิ่นโรจน์กีรติ
ภัคจิรา กรรรัตนสูตร มีชื่อเล่นเรียกว่าอะไร   นาแนน,ภัคจิรา กรรรัตนสูตร มีชื่อเล่นเรียกว่าอะไร,นาแนน
ภัคจีรา วรรณสุทธิ์ มีชื่อเล่นเรียกว่าอะไร   โอ๋,ภัคจีรา วรรณสุทธิ์ มีชื่อเล่นเรียกว่าอะไร,โอ๋
ลูกสาวคนเดียวของ โอ๋ ภัคจีรา วรรณสุทธิ์ คือใคร   แสนดี พสวงศ์,ลูกสาวคนเดียวของ โอ๋ ภัคจีรา วรรณสุทธิ์ คือใคร,แสนดี พสวงศ์
พิศมัย วิไลศักดิ์ เป็นศิลปินนักแสดงอาวุโสและเป็นครูสอนศิลปะการแสดง ใช้ชื่อเล่นว่าอะไร   มี้,พิศมัย วิไลศักดิ์ เป็นศิลปินนักแสดงอาวุโสและเป็นครูสอนศิลปะการแสดง ใช้ชื่อเล่นว่าอะไร,มี้
บิดาของมี้ พิศมัย วิไลศักดิ์ คือใคร   นายหงวน วิไลศักดิ์,บิดาของมี้ พิศมัย วิไลศักดิ์ คือใคร,นายหงวน วิไลศักดิ์
เพ็ญพักตร์ ศิริกุล เป็นนักแสดง นางแบบ และนักร้องชาวไทย ชื่อเล่นเรียกว่าอะไร   ต่าย,เพ็ญพักตร์ ศิริกุล เป็นนักแสดง นางแบบ และนักร้องชาวไทย ชื่อเล่นเรียกว่าอะไร,ต่าย
จังหวัดบ้านเกิดของ ต่าย เพ็ญพักตร์ ศิริกุล อยู่ที่ไหน   จังหวัดเชียงใหม่,จังหวัดบ้านเกิดของ ต่าย เพ็ญพักตร์ ศิริกุล อยู่ที่ไหน,จังหวัดเชียงใหม่
เพชรา เชาวราษฎร์ มีชื่อเล่นเรียกว่าอะไร   อี๊ด,เพชรา เชาวราษฎร์ มีชื่อเล่นเรียกว่าอะไร,อี๊ด
เพชรา เชาวราษฎร์ แสดงภาพยนตร์เรื่อง บันทึกรักของพิมพ์ฉวี เมื่อ พ.ศ. 2505 คู่กับใคร   มิตร ชัยบัญชา,เพชรา เชาวราษฎร์ แสดงภาพยนตร์เรื่อง บันทึกรักของพิมพ์ฉวี เมื่อ พ.ศ. 2505 คู่กับใคร,มิตร ชัยบัญชา
พิยดา จุฑารัตนกุล สกุลเดิมใช้ว่าอะไร   อัครเศรณี,พิยดา จุฑารัตนกุล สกุลเดิมใช้ว่าอะไร,อัครเศรณี
ลูกสาวคนเดียวของอ้อม พิยดา จุฑารัตนกุล มีชื่อว่าอะไร   นาวา พัชรนันท์ จุฑารัตนกุล,ลูกสาวคนเดียวของอ้อม พิยดา จุฑารัตนกุล มีชื่อว่าอะไร,นาวา พัชรนันท์ จุฑารัตนกุล
พิมพ์มาดา บริรักษ์ศุภก เรียนสาขาการโรงแรมและการท่องเที่ยว จากมหาวิทยลัยอะไร   มหาวิทยาลัยกรุงเทพ,พิมพ์มาดา บริรักษ์ศุภก เรียนสาขาการโรงแรมและการท่องเที่ยว จากมหาวิทยลัยอะไร,มหาวิทยาลัยกรุงเทพ
พัชราภา ไชยเชื่อ นักแสดง นางแบบหญิงชาวไทย มีชื่อเล่นเรียกว่าอะไร   อั้ม,พัชราภา ไชยเชื่อ นักแสดง นางแบบหญิงชาวไทย มีชื่อเล่นเรียกว่าอะไร,อั้ม
ชื่อเดิมตามสูติบัตรของ อั้ม พัชราภา นักแสดง นางแบบหญิงชาวไทย ใช้ว่าอะไร   ด.ญ.ไข่มุก ไชยเชื้อ,ชื่อเดิมตามสูติบัตรของ อั้ม พัชราภา นักแสดง นางแบบหญิงชาวไทย ใช้ว่าอะไร,ด.ญ.ไข่มุก ไชยเชื้อ
พอลล่า เทเลอร์ มีชื่อจริงเรียกว่าอะไร   พัลลภา มาร์กาเรต เทย์เลอร์,พอลล่า เทเลอร์ มีชื่อจริงเรียกว่าอะไร,พัลลภา มาร์กาเรต เทย์เลอร์
ลูกสาวคนที่สามของ พอลล่า เทเลอร์ มีชื่อว่าอะไร   ลูเอลล่า ลูอีส บัทส์เทอรี่,ลูกสาวคนที่สามของ พอลล่า เทเลอร์ มีชื่อว่าอะไร,ลูเอลล่า ลูอีส บัทส์เทอรี่
พลอยชมพู ศุภทรัพย์ นักแสดงหญิงชาวไทย มีชื่อเล่นเรียกว่าอะไร   แจน,พลอยชมพู ศุภทรัพย์ นักแสดงหญิงชาวไทย มีชื่อเล่นเรียกว่าอะไร,แจน
สามีของเอ๋ พรทิพย์ คือใคร   ณัฐวุฒิ สกิดใจ,สามีของเอ๋ พรทิพย์ คือใคร,ณัฐวุฒิ สกิดใจ
พรทิพย์ วงศ์กิจจานนท์ เกิดที่ไหน   กรุงเทพมหานคร,พรทิพย์ วงศ์กิจจานนท์ เกิดที่ไหน,กรุงเทพมหานคร
ลูกสาวของเบนซ์ พรชิตา ณ สงขลา มีชื่อว่าอะไร   ด.ญ.รัตน์นรี หิรัณยัษฐิติ,ลูกสาวของเบนซ์ พรชิตา ณ สงขลา มีชื่อว่าอะไร,ด.ญ.รัตน์นรี หิรัณยัษฐิติ
ตะกวดมักอาศัยอยู่ที่ใด   ต้นไม้,ตะกวดมักอาศัยอยู่ที่ใด,ต้นไม้
นางสำมนักขาเป็นธิดาของท้าวลัสเตียนและใคร   นางรัชฎา,นางสำมนักขาเป็นธิดาของท้าวลัสเตียนและใคร,นางรัชฎา
สวามีของนางสำมนักขามีชื่อว่าอะไร   ชิวหา,สวามีของนางสำมนักขามีชื่อว่าอะไร,ชิวหา
ผู้ใดเป็นพิธีกรรายการโทรทัศน์เด็กสืบโขน   ชวิน ลิขิตเจริญพงษ์,ผู้ใดเป็นพิธีกรรายการโทรทัศน์เด็กสืบโขน,ชวิน ลิขิตเจริญพงษ์
หลุมฝังศพของฟาโรห์เซเนบคายถูกค้นพบในปี พ.ศ. อะไร   2557,หลุมฝังศพของฟาโรห์เซเนบคายถูกค้นพบในปี พ.ศ. อะไร,2557
ผู้ค้นพบหลุมฝังศพของฟาโรห์เซเนบคายคือใคร   Josef W. Wegner,ผู้ค้นพบหลุมฝังศพของฟาโรห์เซเนบคายคือใคร,Josef W. Wegner
สำนักงานบริหารโครงการร่วมผลิตแพทย์เพิ่มเพื่อชาวชนบท ที่จัดตั้งในปี พ.ศ. 2540 มีชื่อย่อว่าอะไร   สบพช.,สำนักงานบริหารโครงการร่วมผลิตแพทย์เพิ่มเพื่อชาวชนบท ที่จัดตั้งในปี พ.ศ. 2540 มีชื่อย่อว่าอะไร,สบพช.
เพลงเหนื่อยบ้างไหม เป็นซิงเกิลที่เท่าไร ของวงสล็อตแมชชีน   3,เพลงเหนื่อยบ้างไหม เป็นซิงเกิลที่เท่าไร ของวงสล็อตแมชชีน,3
เพลงเหนื่อยบ้างไหม ถูกจัดอยู่ในอันดับที่เท่าไรในการจัดอันดับของ ซี้ดเอฟเอ็ม หมวดเพลงไทยสากล ประจำวันที่ 6 เมษายน พ.ศ. 2557   12,เพลงเหนื่อยบ้างไหม ถูกจัดอยู่ในอันดับที่เท่าไรในการจัดอันดับของ ซี้ดเอฟเอ็ม หมวดเพลงไทยสากล ประจำวันที่ 6 เมษายน พ.ศ. 2557,12
ผู้กำกับการแสดงละครโทรทัศน์เรื่อง เงินปากผี ที่สร้างครั้งที่สอง ในปี พ.ศ. 2549 คือใคร   ตรัยยุทธ กิ่งภากรณ์,ผู้กำกับการแสดงละครโทรทัศน์เรื่อง เงินปากผี ที่สร้างครั้งที่สอง ในปี พ.ศ. 2549 คือใคร,ตรัยยุทธ กิ่งภากรณ์
ชุดอัฒลักษณ์ประจำจังหวัดลพบุรี ในการประกวดมิสแกรนด์ลพบุรี ปี 2017 มีชื่อชุดว่าอะไร   นบเทวะนารายณ์,ชุดอัฒลักษณ์ประจำจังหวัดลพบุรี ในการประกวดมิสแกรนด์ลพบุรี ปี 2017 มีชื่อชุดว่าอะไร,นบเทวะนารายณ์
พลตรีอินทรัตน์ ได้รับแต่งตั้งเป็นที่ปรึกษารัฐมนตรีว่าการกระทรวงอะไรในปี พ.ศ. 2557   กระทรวงเกษตรและสหกรณ์,พลตรีอินทรัตน์ ได้รับแต่งตั้งเป็นที่ปรึกษารัฐมนตรีว่าการกระทรวงอะไรในปี พ.ศ. 2557,กระทรวงเกษตรและสหกรณ์
ละครโทรทัศน์ไทยเรื่องพายุเทวดาสร้างครั้งแรกเมื่อปีพ.ศ.อะไร   2557,ละครโทรทัศน์ไทยเรื่องพายุเทวดาสร้างครั้งแรกเมื่อปีพ.ศ.อะไร,2557
ละครไทยเรื่อง พายุเทวดา ถูกตัดจบอย่างกระทันหันหลังจากฉายไปได้กี่ตอน   14,ละครไทยเรื่อง พายุเทวดา ถูกตัดจบอย่างกระทันหันหลังจากฉายไปได้กี่ตอน,14
กรุง ศรีวิไล เคยลงสมัครรับเลือกตั้ง ในนามพรรคพลังประชาชน เมื่อวันที่ 23 ธันวาคม พ.ศ. 2550 ในเขตจังหวัดใด   จังหวัดสมุทรปราการ,กรุง ศรีวิไล เคยลงสมัครรับเลือกตั้ง ในนามพรรคพลังประชาชน เมื่อวันที่ 23 ธันวาคม พ.ศ. 2550 ในเขตจังหวัดใด,จังหวัดสมุทรปราการ
กวี ตันจรารักษ์ มีชื่อเล่นว่า บีม เป็นนักร้องและนักแสดงชาวไทย อดีตสมาชิกนักร้องวงอะไร   วงดีทูบี,กวี ตันจรารักษ์ มีชื่อเล่นว่า บีม เป็นนักร้องและนักแสดงชาวไทย อดีตสมาชิกนักร้องวงอะไร,วงดีทูบี
น้องสาวของ บีม วง D2B มีชื่อว่าอะไร   บัว สโรชา ตันจรารักษ์,น้องสาวของ บีม วง D2B มีชื่อว่าอะไร,บัว สโรชา ตันจรารักษ์
เกริก ชิลเลอร์ หรือ เคิร์ก วิลเลี่ยม ชิลเลอร์ เล่นภาพยนตร์เรื่องแรก ในปี พ.ศ. 2540 คือเรื่องใด   ลับแลคนมหัศจรรย์,เกริก ชิลเลอร์ หรือ เคิร์ก วิลเลี่ยม ชิลเลอร์ เล่นภาพยนตร์เรื่องแรก ในปี พ.ศ. 2540 คือเรื่องใด,ลับแลคนมหัศจรรย์
โก๊ะตี๋ อารามบอย หรือเดิมใช้ว่า โก๊ะตี๋ ผีน่ารัก เป็นนักแสดงบ้านเกิดอยู่จังหวัดอะไร   จังหวัดอ่างทอง,โก๊ะตี๋ อารามบอย หรือเดิมใช้ว่า โก๊ะตี๋ ผีน่ารัก เป็นนักแสดงบ้านเกิดอยู่จังหวัดอะไร,จังหวัดอ่างทอง
หนุ่ม กรรชัย หรือ ภูดิท กำเนิดพลอย มีลูกสาวชื่อว่าอะไร   ภูรดา กำเนิดพลอย,หนุ่ม กรรชัย หรือ ภูดิท กำเนิดพลอย มีลูกสาวชื่อว่าอะไร,ภูรดา กำเนิดพลอย
เสนาหอย หรือ เกียรติศักดิ์ อุดมนาค เข้าสู่วงการครั้งแรกจาก รายการใด   รายการ ยุทธการขยับเหงือก,เสนาหอย หรือ เกียรติศักดิ์ อุดมนาค เข้าสู่วงการครั้งแรกจาก รายการใด,รายการ ยุทธการขยับเหงือก
นายคชาภา ตันเจริญ ชื่อเดิม สุศิษฎา ตันเจริญ หรือชื่อเล่นที่รู้จักในวงการบันเทิงว่า มดดำ เป็นบุตรชายคนโตของใคร   นายสุชาติ ตันเจริญ,นายคชาภา ตันเจริญ ชื่อเดิม สุศิษฎา ตันเจริญ หรือชื่อเล่นที่รู้จักในวงการบันเทิงว่า มดดำ เป็นบุตรชายคนโตของใคร,นายสุชาติ ตันเจริญ
มดดำ คชาภา ตันเจริญ จบการศึกษาระดับปริญญาตรี ด้านการบริหารการโรงแรม จากประเทศใด   ประเทศนิวซีแลนด์,มดดำ คชาภา ตันเจริญ จบการศึกษาระดับปริญญาตรี ด้านการบริหารการโรงแรม จากประเทศใด,ประเทศนิวซีแลนด์
ค่อม ชวนชื่น ชื่อจริง อาคม ปรีดากุล มีลูกสาวคนเดียวชื่อว่าอะไร   ณพัชรินทร์ ไพบูลย์รัตนกิจ,ค่อม ชวนชื่น ชื่อจริง อาคม ปรีดากุล มีลูกสาวคนเดียวชื่อว่าอะไร,ณพัชรินทร์ ไพบูลย์รัตนกิจ
จอนนี่ แอนโฟเน่  เกิด 28 ตุลาคม 2512 เป็นนักแสดงชาวไทย และอดีตสมาชิกวงดนตรีใด   วงดนตรีแกรนด์เอ็กซ์,จอนนี่ แอนโฟเน่  เกิด 28 ตุลาคม 2512 เป็นนักแสดงชาวไทย และอดีตสมาชิกวงดนตรีใด,วงดนตรีแกรนด์เอ็กซ์
จอนนี่ แอนโฟเน่ แต่งงานกับนักแสดงสาวคนใด   จริยา สรณะคม,จอนนี่ แอนโฟเน่ แต่งงานกับนักแสดงสาวคนใด,จริยา สรณะคม
าสิบเอก จักรกฤษณ์ พณิชย์ผาติกรรม 31 มกราคม พ.ศ. 2516 ถึง 19 ตุลาคม พ.ศ. 2556 เป็นนักกีฬายิงปืนทีมชาติไทย ประเภทใด   ปืนสั้นอัดลมยิงช้า,าสิบเอก จักรกฤษณ์ พณิชย์ผาติกรรม 31 มกราคม พ.ศ. 2516 ถึง 19 ตุลาคม พ.ศ. 2556 เป็นนักกีฬายิงปืนทีมชาติไทย ประเภทใด,ปืนสั้นอัดลมยิงช้า
จักรกฤษณ์ พณิชย์ผาติกรรม นักกีฬายิงปืนทีมชาติไทย เคยแสดงภาพยนตร์เรื่องใด   หมากเตะรีเทิร์นส,จักรกฤษณ์ พณิชย์ผาติกรรม นักกีฬายิงปืนทีมชาติไทย เคยแสดงภาพยนตร์เรื่องใด,หมากเตะรีเทิร์นส
เจมส์ จิรายุ ตั้งศรีสุข แจ้งเกิดในวงการบันเทิงกับการแสดงละครเรื่องใด   สุภาพบุรุษจุฑาเทพ ตอน คุณชายพุฒิภัทร,เจมส์ จิรายุ ตั้งศรีสุข แจ้งเกิดในวงการบันเทิงกับการแสดงละครเรื่องใด,สุภาพบุรุษจุฑาเทพ ตอน คุณชายพุฒิภัทร
ติ๊ก เจษฎาภรณ์ ผลดี สร้างชื่อจากบทบาท แดง ไบเล่ เมื่อปี พ.ศ. 2540 ในภาพยนตร์เรื่องใด   2499 อันธพาลครองเมือง,ติ๊ก เจษฎาภรณ์ ผลดี สร้างชื่อจากบทบาท แดง ไบเล่ เมื่อปี พ.ศ. 2540 ในภาพยนตร์เรื่องใด,2499 อันธพาลครองเมือง
วสวิศร์ ศตพิพัฒน์ เป็นที่รู้จักในชื่อเดิมว่า จักรกฤษณ์ อำมรัตน์ ชื่อเล่น ว่าอะไร   ต้น,วสวิศร์ ศตพิพัฒน์ เป็นที่รู้จักในชื่อเดิมว่า จักรกฤษณ์ อำมรัตน์ ชื่อเล่น ว่าอะไร,ต้น
ต้น จักรกฤษณ์ อำมรัตน์ หรือ วสวิศร์ ศตพิพัฒน์ จบปริญญาตรีจากที่ใด   วิทยาลัยครูสวนสุนันทา,ต้น จักรกฤษณ์ อำมรัตน์ หรือ วสวิศร์ ศตพิพัฒน์ จบปริญญาตรีจากที่ใด,วิทยาลัยครูสวนสุนันทา
เอ ศุภชัย ได้ชักชวน เจมส์ มาร์ เข้าสู่วงการ ด้วยการเจอกันที่ได   ฮ่องกง,เอ ศุภชัย ได้ชักชวน เจมส์ มาร์ เข้าสู่วงการ ด้วยการเจอกันที่ได,ฮ่องกง
เจสัน ยัง สมัยเรียนมัธยมเคยเป็นนักกีฬา ประเภทใดของโรงเรียน   ฟุตบอล,เจสัน ยัง สมัยเรียนมัธยมเคยเป็นนักกีฬา ประเภทใดของโรงเรียน,ฟุตบอล
แจ๊ส ชวนชื่น นักแสดงและนักแสดงตลกคณะชวนชื่น และยังเป็นนักร้องนำวงใด   แจ๊ส สปุ๊กนิค ปาปิยอง กุ๊กกุ๊ก,แจ๊ส ชวนชื่น นักแสดงและนักแสดงตลกคณะชวนชื่น และยังเป็นนักร้องนำวงใด,แจ๊ส สปุ๊กนิค ปาปิยอง กุ๊กกุ๊ก
แจ๊ส ชวนชื่น นักแสดงตลกคณะชวนชื่น เป็นลูกชายของนักแสดงตลกคนใด   อุดม ทรงแสง,แจ๊ส ชวนชื่น นักแสดงตลกคณะชวนชื่น เป็นลูกชายของนักแสดงตลกคนใด,อุดม ทรงแสง
เจี๊ยบ เชิญยิ้ม นักแสดงตลก มีชื่อจริงเรียกว่าอะไร   เฉลิม ปานเกิด,เจี๊ยบ เชิญยิ้ม นักแสดงตลก มีชื่อจริงเรียกว่าอะไร,เฉลิม ปานเกิด
พ่อของ เจี๊ยบ เชิญยิ้ม หรือ เฉลิม ปานเกิด คือใคร   สีหนุ่ม เชิญยิ้ม,พ่อของ เจี๊ยบ เชิญยิ้ม หรือ เฉลิม ปานเกิด คือใคร,สีหนุ่ม เชิญยิ้ม
จาตุรงค์ โพธาราม มีชื่อจริงว่า จตุรงค์ พลบูรณ์ เป็นนักแสดงตลกชาวไทย ที่มักเล่นเป็นกะเทยบ่อยๆ ซึ่งเดิมทีเป็นลูกทีมของใคร   หม่ำ จ๊กมก,จาตุรงค์ โพธาราม มีชื่อจริงว่า จตุรงค์ พลบูรณ์ เป็นนักแสดงตลกชาวไทย ที่มักเล่นเป็นกะเทยบ่อยๆ ซึ่งเดิมทีเป็นลูกทีมของใคร,หม่ำ จ๊กมก
ม่ายอาวม่ายพูด และ ม่ายกินเผ็ด เป็น วลี ประจำตลกคนใด   จาตุรงค์ มกจ๊ก,ม่ายอาวม่ายพูด และ ม่ายกินเผ็ด เป็น วลี ประจำตลกคนใด,จาตุรงค์ มกจ๊ก
ชาคริต แย้มนาม เกิด 25 มิถุนายน พ.ศ. 2521 มีชื่อเล่นเรียกว่าอะไร   คริต,ชาคริต แย้มนาม เกิด 25 มิถุนายน พ.ศ. 2521 มีชื่อเล่นเรียกว่าอะไร,คริต
ชาคริต แย้มนาม มีซิตคอม ที่ทำให้คนรู้จักและจดจำ จากเรื่องใด   เป็นต่อ,ชาคริต แย้มนาม มีซิตคอม ที่ทำให้คนรู้จักและจดจำ จากเรื่องใด,เป็นต่อ
ชาตโยดม หิรัณยัษฐิติ มีน้องชายที่เป็นนักแสดงด้วยกัน ชื่อว่าอะไร   ร.อ.บรมวุฒิ หิรัญยัษฐิติ,ชาตโยดม หิรัณยัษฐิติ มีน้องชายที่เป็นนักแสดงด้วยกัน ชื่อว่าอะไร,ร.อ.บรมวุฒิ หิรัญยัษฐิติ
ไชยา มิตรชัย นักแสดงลิเกชาวไทย มีชื่อจริงเรียกว่าอะไร   เสมา สมบูรณ์,ไชยา มิตรชัย นักแสดงลิเกชาวไทย มีชื่อจริงเรียกว่าอะไร,เสมา สมบูรณ์
ไชยา มิตรชัย หรือ เสมา สมบูรณ์ เป็นคนจังหวัดอะไร   จังหวัดอ่างทอง,ไชยา มิตรชัย หรือ เสมา สมบูรณ์ เป็นคนจังหวัดอะไร,จังหวัดอ่างทอง
ณเดชน์ คูกิมิยะ เกิดเมื่อวันที่ 17 ธันวาคม พ.ศ. 2534 เป็นนักแสดงและนายแบบลูกครึ่งไทย-ออสเตรีย มีชื่อจริงเรียกว่าอะไร   ชลทิศ ยอดประทุม,ณเดชน์ คูกิมิยะ เกิดเมื่อวันที่ 17 ธันวาคม พ.ศ. 2534 เป็นนักแสดงและนายแบบลูกครึ่งไทย-ออสเตรีย มีชื่อจริงเรียกว่าอะไร,ชลทิศ ยอดประทุม
ณเดชน์ คูกิมิยะ หรือ ชลทิศ ยอดประทุม เข้าสู่วงการจากการแนะนำ และชักชวนของใคร   ศุภชัย ศรีวิจิตร,ณเดชน์ คูกิมิยะ หรือ ชลทิศ ยอดประทุม เข้าสู่วงการจากการแนะนำ และชักชวนของใคร,ศุภชัย ศรีวิจิตร
นาย ณภัทร เสียงสมบุญ เป็นลูกชายของ นักแสดงคนใด   พิมพ์ผกา เสียงสมบุญ,นาย ณภัทร เสียงสมบุญ เป็นลูกชายของ นักแสดงคนใด,พิมพ์ผกา เสียงสมบุญ
ณวัฒน์ กุลรัตนรักษ์ เกิด 10 กรกฎาคม พ.ศ. 2521 ชื่อเล่นว่าอะไร   ป้อง,ณวัฒน์ กุลรัตนรักษ์ เกิด 10 กรกฎาคม พ.ศ. 2521 ชื่อเล่นว่าอะไร,ป้อง
ป้อง ณวัฒน์ กุลรัตนรักษ์ เข้าสู่วงการจากการประกวดเวทีใด   หนุ่มแพรวปี 2000,ป้อง ณวัฒน์ กุลรัตนรักษ์ เข้าสู่วงการจากการประกวดเวทีใด,หนุ่มแพรวปี 2000
ณัฐวุฒิ สกิดใจ เกิด 2 ธันวาคม พ.ศ. 2517 มีชื่อเล่นเรียกว่าอะไร   ป๋อ,ณัฐวุฒิ สกิดใจ เกิด 2 ธันวาคม พ.ศ. 2517 มีชื่อเล่นเรียกว่าอะไร,ป๋อ
ป้อ ณัฐวุฒิ สกิดใจ แต่งงานกับนักแสดงสาวคนใด   พรทิพย์ วงศ์กิจจานนท์,ป้อ ณัฐวุฒิ สกิดใจ แต่งงานกับนักแสดงสาวคนใด,พรทิพย์ วงศ์กิจจานนท์
ดอม เหตระกูล นักแสดง พิธีกร และนายแบบไทย เข้าสู่วงการจากการประกวด เวทีใด   ประกวดหนุ่มแพรว,ดอม เหตระกูล นักแสดง พิธีกร และนายแบบไทย เข้าสู่วงการจากการประกวด เวทีใด,ประกวดหนุ่มแพรว
ดนุพร ปุณณกันต์ เคยเป็นสมาชิกสภาผู้แทนราษฎร  ของพรรคการเมืองใด   พรรคเพื่อไทย,ดนุพร ปุณณกันต์ เคยเป็นสมาชิกสภาผู้แทนราษฎร  ของพรรคการเมืองใด,พรรคเพื่อไทย
ดามพ์ ดัสกร นักแสดงผู้รู้จักกันดีในบทของดาวร้ายในอดีต มีชื่อจริงว่า   ดามพ์ เผด็จดัสกร,ดามพ์ ดัสกร นักแสดงผู้รู้จักกันดีในบทของดาวร้ายในอดีต มีชื่อจริงว่า,ดามพ์ เผด็จดัสกร
ดาวร้ายรุ่นใหญ่ ดามพ์ ดัสกร มีชื่อเล่นว่าอะไร   เบิ้ม,ดาวร้ายรุ่นใหญ่ ดามพ์ ดัสกร มีชื่อเล่นว่าอะไร,เบิ้ม
ดิลก ทองวัฒนา เกิด 3 มิถุนายน พ.ศ. 2499  มีชื่อเล่นเรียกว่าอะไร   หมู,ดิลก ทองวัฒนา เกิด 3 มิถุนายน พ.ศ. 2499  มีชื่อเล่นเรียกว่าอะไร,หมู
ดิลก ทองวัฒนา นักแสดงและพิธีกรชาวไทย เป็นคนจังหวัดใด   จังหวัดชัยนาท,ดิลก ทองวัฒนา นักแสดงและพิธีกรชาวไทย เป็นคนจังหวัดใด,จังหวัดชัยนาท
เด่น ดอกประดู่ นักแสดงตลก มีชื่อจริงเรียกว่าอะไร   บรรพต วีระรัฐ,เด่น ดอกประดู่ นักแสดงตลก มีชื่อจริงเรียกว่าอะไร,บรรพต วีระรัฐ
เด่น ดอกประดู่  หรือ บรรพต วีระรัฐ อดีตตลกรุ่นครู ปัจจุบันทำธุรกิจผลิตดินเกษตรผสม ยี่ห้ออะไร   ไม่ลองไม่รู้,เด่น ดอกประดู่  หรือ บรรพต วีระรัฐ อดีตตลกรุ่นครู ปัจจุบันทำธุรกิจผลิตดินเกษตรผสม ยี่ห้ออะไร,ไม่ลองไม่รู้
ตฤณ เศรษฐโชค มีชื่อจริงว่าอะไร   โชคชัย ตันประเสริฐ,ตฤณ เศรษฐโชค มีชื่อจริงว่าอะไร,โชคชัย ตันประเสริฐ
ตฤณ เศรษฐโชค นักแสดงอาวุโส จบการศึกษาจากมหาวิทยาลัยใด   มหาวิทยาลัยกรุงเทพ,ตฤณ เศรษฐโชค นักแสดงอาวุโส จบการศึกษาจากมหาวิทยาลัยใด,มหาวิทยาลัยกรุงเทพ
ทูน หิรัญทรัพย์ มีชื่อจริงว่า โรเบิร์ต โจเซฟ เชสเปเดส เป็นลูกครึ่งไทย กับชาติใด   ฟิลิปปินส์,ทูน หิรัญทรัพย์ มีชื่อจริงว่า โรเบิร์ต โจเซฟ เชสเปเดส เป็นลูกครึ่งไทย กับชาติใด,ฟิลิปปินส์
ทูน หิรัญทรัพย์ จบปริญญาตรีจากประเทศใด   ประเทศออสเตรเลีย,ทูน หิรัญทรัพย์ จบปริญญาตรีจากประเทศใด,ประเทศออสเตรเลีย
ธนา อาจาริยางกูล 10 ธันวาคม พ.ศ. 2519 เป็นที่รู้จักในชื่อ ธนา สุทธิกมล ชื่อเล่นว่าอะไร   ออย,ธนา อาจาริยางกูล 10 ธันวาคม พ.ศ. 2519 เป็นที่รู้จักในชื่อ ธนา สุทธิกมล ชื่อเล่นว่าอะไร,ออย
ธนทัต ชัยอรรถ เกิด 30 มีนาคม พ.ศ. 2535 มีชื่อเล่นเรียกว่าอะไร   แกงส้ม,ธนทัต ชัยอรรถ เกิด 30 มีนาคม พ.ศ. 2535 มีชื่อเล่นเรียกว่าอะไร,แกงส้ม
