Question,Response
หม่อมหลวงขาบ กุญชร หรือในอีกชื่อหนึ่งเรียกว่าอะไร,หม่อมหลวงขาบมงคล
หม่อมหลวงคฑาทอง ทองใหญ่ จบการศึกษาชั้นประถมศึกษาจากแคนเบอรา ประเทศอะไร,ประเทศออสเตรเลีย
หม่อมหลวงจรัญ สนิทวงศ์ อดีตปลัดกระทรวงใด,กระทรวงคมนาคม
หม่อมหลวงจักรานพคุณ ทองใหญ่ ได้เข้ารับการศึกษาในระดับปริญญาตรีที่คณะเกษตรศาสตร์ มหาวิทยาลัยอะไร,มหาวิทยาลัยขอนแก่น
พลอากาศเอก จารึก สนิทวงศ์ ณ อยุธยา สมรสกับผู้ใด,นางสาวกานดา ศรืรัชยานนท์
คุณหญิงบุษยา ไกรฤกษ์ สมรสกับใคร,ดร. จิตรพัฒน์ ไกรฤกษ์
หม่อมหลวงชูชาติ กำภู เป็นผู้ก่อตั้งโรงเรียนอะไร,โรงเรียนชลประทานวิทยา
หม่อมหลวงชูชาติ กำภูได้ ถึงแก่อนิจกรรมด้วยโรคอะไร,โรคเส้นโลหิตในหัวใจตัน
หม่อมหลวงชโยทิต กฤดากร สมรสกับผู้ใด,นางมนทกานติ์ กฤดากร ณ อยุธยา
หม่อมหลวงแส กฤดากร ใช้สกุลเดิมว่าอะไร,สนิทวงศ์
หม่อมหลวงนิรันดร ลดาวัลย์ สมรสกับผู้ใด,พิศมัย บุนนาค
หม่อมหลวงทวีสันต์ ลดาวัลย์ สมรสกับหม่อมราชวงศ์พระองค์ใด,หม่อมราชวงศ์บุษบา กิติยากร
ท่านผู้หญิงนวลผ่อง เสนาณรงค์ มีนามเดิมเรียกว่าหม่อมอะไร,หม่อมหลวงนวลผ่อง สนิทวงศ์
หม่อมหลวงนวลผ่อง สนิทวงศ์ สมรสกับผู้ใด,พลเอกแสวง เสนาณรงค์
หม่อมหลวงบุปผา นิมมานเหมินท์ นักเขียนชาวไทย ที่มีนามปากกาว่าอะไร,ดอกไม้สด
หม่อมหลวงบุญเหลือ เทพยสุวรรณ สมรสกับผู้ใด,นายแพทย์ชม เทพยสุวรรณ
หม่อมหลวงบุญเหลือ เทพยสุวรรณ นักเขียนชาวไทยที่มีนามปากกาว่าอะไร,บุญเหลือ
ร้อยเอกหม่อมหลวงปนัดดา ดิศกุล ชื่อเล่นว่าอะไร,คุณเหลน
หม่อมหลวงปานตา วสันตสิงห์ สมรสกับใคร,นายเมืองเริง วสันตสิงห์
ศาสตราจารย์ นายแพทย์ หม่อมราชวงศ์กัลยาณกิติ์ กิติยากร มีชื่อเล่นว่าอะไร,คุณชายกร๋อย
หม่อมราชวงศ์กิติวัฒนา ปกมนตรี เป็นบุตรีของพระวรวงศ์เธอพระองค์ใด,พระวรวงศ์เธอ พระองค์เจ้าวิวัฒนไชย
หม่อมราชวงศ์กิติวัฒนา ปกมนตรี สมรสกับผู้ใด,วุธจิระ ปกมนตรี
หม่อมราชวงศ์จัตุมงคล โสณกุล เป็นพระโอรสของผู้ใด,พลตรี หม่อมเจ้าฉัตรมงคล โสณกุล
หม่อมราชวงศ์จัตุมงคล สมรสครั้งที่สองกับผู้ใด,คุณหญิงบูลย์วิภา โสณกุล ณ อยุธยา
เกมจำลองการบริหารทีมฟุตบอลหรือฟุตบอลเมเนเจอร์ 2017 พัฒนาโดยใคร,สปอตส์อินเตอร์แอ็คทีฟ
หม่อมราชวงศ์จันทร์แรมศิริโชค จันทรทัต สมรสกับผู้ใด,โอนอ่อน จันทรฑัต ณ อยุธยา
ท่านผู้หญิงจีริกัญญา โชติกเสถียร มีนามเดิมว่าหม่อมอะไร,หม่อมราชวงศ์จีริกัญญา กิติยากร
หม่อมสมลักษณ์ กิติยากร ณ อยุธยา มีสกุลเดิมเรียกว่าอะไร,ทิพย์สมัย
ศาสตราจารย์ ดร. หม่อมราชวงศ์ชิษณุสรร เป็นโอรสในพระเจ้าวรวงศ์เธอพระองค์ใด,พระเจ้าวรวงศ์เธอ พระองค์เจ้าจันทรกานต์มณี (บริพัตร) และหม่อมเจ้าอรชุนชิษณุ สวัสดิวัตน์
หม่อมราชวงศ์ดวงใจเป็นธิดาของหม่อมองค์ใด,หม่อมเจ้าสุทัศน์
หม่อมราชวงศ์ดวงใจ ปราโมช เป็นหม่อมในพระเจ้าบรมวงศ์เธอ พระองค์ใด,พระเจ้าบรมวงศ์เธอ พระองค์เจ้าปราโมช กรมขุนวรจักรธรานุภาพ
หม่อมราชวงศ์ดิลกวรานนท์ จุฑาธุช เป็นโอรสในพระวรวงศ์เธอ พระองค์ใด,พระวรวงศ์เธอ พระองค์เจ้าวรานนท์ธวัช
หม่อมราชวงศ์นริศรา จักรพงษ์ สมรสครั้งแรกกับผู้ใด,คุณแอลเลน เลวี่
กี้ กอสวัสดิ์ สวัสดิวัตน์ บุตรชายของหม่อมองค์ใด,หม่อมราชวงศ์สายสวัสดี สวัสดิวัตน์
หม่อมราชวงศ์นิมิตรมงคล นวรัตน เป็นโอรสของหม่อมเจ้าพระองค์ใด,หม่อมเจ้าธำรงวรวัฒน์ นวรัตน
ท่านผู้หญิงบุตรี วีระไวทยะ คุณข้าหลวงในพระนางเจ้า พระองค์ใด,พระนางเจ้าสุวัทนา พระวรราชเทวี
ท่านผู้หญิงบุตรี วีระไวทยะ ได้สมรสกับผู้ใด,นายมีชัย วีระไวทยะ
ท่านผู้หญิงบุษบา สธนพงศ์ มีชื่อเดิมเรียกว่าอะไร,หม่อมราชวงศ์บุษบา กิติยากร
ท่านผู้หญิง ดร.สุธาวัลย์ เสถียรไทย เป็นภริยาของใคร,ศาสตราจารย์ ดร.สุรเกียรติ์ เสถียรไทย
ท่านผู้หญิงประสารสุวรรณ สุวรรณรัฐ สมรสกับผู้ใด,นายพ่วง สุวรรณรัฐ
หม่อมราชวงศ์หญิงทรงสุวรรณ วิชัยธนพัฒน์ สมรสกับผู้ใด,พลเรือตรี อุทัย วิชัยธนพัฒน์
ใครเป็นผู้บริจาคที่ดินสร้างวัดกระชงคารามซึ่งตั้งอยู่ที่ตำบลบ้านหลุม อำเภอเมือง จังหวัดสุโขทัย,นายสุวัฒน์ สิงหบุระอุดม
วัดกระดังงาในอำเภอขนอม จังหวัดนครศรีธรรมราช เป็นวัดที่เก่าแก่มีมาตั้งแต่สมัยใด,สมัยกรุงศรีอยุธยา
วัดกระโดงทอง. ตั้งอยู่เลขที่ ๑ บ้านปลายนา หมู่ที่ ๗ ต.บ้านโพธิ์ อ.เสนา จังหวัดอะไร,จ.พระนครศรีอยุธยา
วัดกองดิน ตั้งอยู่ที่ตำบลกองดิน อำเภอแกลง จังหวัดระยอง เป็นวัดราษฏร์ในนิกายใด,นิกายเถรวาท
สถาปนิกชาวอังกฤษที่สร้างวังจักรพงษ์ คือใคร,โปรเฟสเซอร์ เอ็ดเวิร์ด ฮีลี
ใครเป็นผู้สร้างวังจักรพงษ์,จอมพล สมเด็จพระเจ้าบรมวงศ์เธอ เจ้าฟ้าจักรพงษ์ภูวนาถ กรมหลวงพิษณุโลกประชานาถ
สมพล ปิยะพงศ์สิริ มีชื่อเล่นว่าอะไร,ไก่
ฟังก์ชันของสมการกำลังสองสามารถวาดกราฟบนระบบพิกัดคาร์ทีเซียนได้รูปเส้นโค้งอะไร,พาราโบลา
พระมหาธรรมราชาที่ 1 หรือ ลิไท เป็นพระราชโอรสในพระยาองค์ใด,พระยาเลอไท พระมหากษัตริย์องค์ที่ 4 แห่งราชวงศ์พระร่วง
พระมหากษัตริย์พระองค์ใด ทรงสร้างพระราชวังจันทร์ในจังหวัดพิษณุโลก,พระมหาธรรมราชาที่ 1
พระราชวังกัมโพชธานีเป็นพระราชวังแห่งเมืองอะไร,เมืองหงสาวดี
บุตรชายของศาสตราจารย์ สม จาตุศรีพิทักษ์ มีชื่อว่าอะไร,นายณัฐพร จาตุศรีพิทักษ์
ศาสตราจารย์ สม จาตุศรีพิทักษ์เคยดำรงตำแหน่งใดในบริษัทเบอร์ลี่ยุคเกอร์,ผู้บริหาร
ซากที่หลงเหลือจากพระราชวังกัมโพชธานี คือพระราชบัลลังก์ที่มีชื่อว่าอะไร,บัลลังก์ภุมรินทร์
พระราชวังกาแซร์ตา ได้รับการขึ้นทะเบียนเป็นมรดกโลกโดยองค์การยูเนสโกในปี ค.ศ. ใด,ปี ค.ศ. 1997
แอร์วิน ชเรอดิงเงอร์ได้รับรางวัลโนเบล สาขาฟิสิกส์ ในปี พ.ศ.อะไร,2476
พระเจ้าชาลส์ทรงสละราชสมบัติ เพื่อไปเป็นกษัตริย์ของประเทศอะไร,พระมหากษัตริย์สเปน
พระราชวังช็องบอร์ ในประเทศฝรั่งเศส ใครเป็นผู้สร้าง,พระเจ้าฟร็องซัวที่ 1 แห่งฝรั่งเศส
สมัยพระเจ้าฟร็องซัวใช้พระราชวังช็องบอร์ เป็นตำหนักสำหรับทำอะไร,ตำหนักล่าสัตว์
พระราชวังชังกย็อง เป็นหนึ่งในห้าพระราชวังที่สำคัญที่สุดของเกาหลี ปัจจุบันตั้งอยู่ในโซล ประเทศอะไร,ประเทศเกาหลีใต้
พระราชวังดุสิต ตั้งอยู่ที่เขตดุสิต กรุงเทพมหานคร สร้างขึ้นในรัชสมัยใด,พระบาทสมเด็จพระจุลจอมเกล้าเจ้าอยู่หัว
พระที่นั่งใดที่สร้างด้วยไม้สักทองที่ใหญ่ที่สุดในโลก,พระที่นั่งวิมานเมฆ
พระราชวังท็อกซูเป็นหนึ่งในห้าพระราชวังที่สำคัญที่สุดของราชวงศ์โชซ็อนและเกาหลี กษัตริย์องค์แรกที่เสด็จมาประทับที่คือใคร,พระเจ้าซอนโจ
พระราชวังนันทอุทยาน เป็นพระราชวังที่กษัตริย์องค์ใดสร้างขึ้น,พระบาทสมเด็จพระจอมเกล้าเจ้าอยู่หัว
พระบาทสมเด็จพระจุลจอมเกล้าเจ้าอยู่หัว มีพระนามเดิมว่าอะไร,สมเด็จเจ้าฟ้าจุฬาลงกรณ์
พิธีกรของรายการพินิจนครคือใคร,นิธิ สมุทรโคจร
พิกซาร์แอนิเมชันสตูดิโอส์ตั้งอยู่ที่รัฐใดในประเทศอเมริกา,รัฐแคลิฟอร์เนีย
ใครเป็นผู้สร้างเกมดองกีคอง,ชิเงะรุ มิยะโมะโตะ
กระดองเต่าเป็นแคลเซียมที่ประกอบด้วยกระดูกในชั้นหนังเชื่อมรวมกับกระดูกอะไร,กระดูกซี่โครง
สิ่งที่ทำให้เต่าแตกต่างจากสัตว์เลื้อยคลานชนิดอื่นๆคืออะไร,กระดองเต่า
ผู้ที่ได้ตำแหน่งมิสเวิลด์ 2007 คือใคร,Zhang Zilin
แดกู อดีตนักฟุตบอลอาชีพมีชื่อจริงว่าอะไร,อังเดร์ซง ลูอิส จี โซซา
แดกูได้รับสัญชาติโปรตุเกสในปี พ.ศ. อะไร,2545
ละครชุดแดจังกึม จอมนางแห่งวังหลวง เป็นละครย้อนยุคเกาหลีที่ดำเนินเรื่องในสมัยราชวงศ์อะไร,โชซ็อน
นักร้องชายชาวเกาหลี แดซ็อง มีชื่อที่ใช้ในการแสดงว่าอะไร,ดี-ไลต์
แดงไท ลายคราม เกิดเมื่อวันที่เท่าไร,5 ตุลาคม พ.ศ. 2526
ใครเป็นผู้นำแดงไทย ลายคราม เข้าสู่วงการเพลง,เทพ ประทานพร
แดง ไบเล่ มีชื่อจริงว่าอะไร,บัญชา สีสุกใส
แดง ไบเล่ เสียชีวิตตอนอายุเท่าไร,24
แดงเหนือ เกียรติอรดีเป็นแชมป์กีฬามวยประเทศไทยรุ่นอะไร,แบนตัมเวท
แดงเหนือ เกียรติอรดี แชมป์มวยรุ่นแบนตัมเวท มีสถิติการชนะ 17 ครั้ง โดยในจำนวนนี้ มีการชนะน็อคกี่ครั้ง,5
เสกศักดิ์ ภู่กันทอง มีชื่อจริงว่าอะไร,เสน่ห์ จันทร์ทอง
ผลงานละครโทรทัศน์ของเสกสรร ชัยเจริญในปี 2561 คือเรื่องใด,คุณหนูเรือนเล็ก
สถาปนิกผู้ออกแบบพระราชวังนึมเฟนบูร์กที่ตั้งอยู่ที่เมืองมิวนิค คือใคร,อากอสติโน บาเรลลิ
พระราชวังบนเขาสัตตนาถสร้างขึ้นบนภูเขาสัตตนาถหรือที่ชาวเมืองราชบุรีเรียกกันว่าเขาอะไร,เขาวัง
พระบาทสมเด็จพระจุลจอมเกล้าเจ้าอยู่หัว ใช้พระราชวังบนเขาสัตตนารถ ต้อนรับราชฑูตจากประเทศอะไร,ราชทูตโปรตุเกส
พระราชวังบลัวในประเทศฝรั่งเศส ใช้เป็นที่ประทับกักกันสมเด็จพระราชินีพระองค์ใด,สมเด็จพระราชินีมารี เดอ เมดีซิส
ในปี ค.ศ. 1429 นักบุญโยนออฟอาร์คเดินทางไปรับพรจากผู้ใด,อาร์ชบิชอปแห่งแร็งส์
ในวัยเยาว์ หม่อมราชวงศ์เทวาธิราช ป.มาลากุล อยู่ในพระอุปถัมภ์ของผู้ใด,สมเด็จพระศรีพัชรินทราบรมราชินีนาถ
ภาพยนตร์เรื่อง นงเยาว์นิวยอร์ค มีชื่อเป็นภาษาอังกฤษว่าอะไร,Breakfast at Tiffany's
ผู้รับบทเป็น ฮอลลี่ โกไลท์ลี่ ในภาพยนตร์เรื่องนงเยาว์นิวยอร์คมีชื่อว่าอะไร,ออเดรย์ เฮปเบิร์น
พอล จอห์น แกสคอยน์ลงเล่นเป็นนักฟุตบอลทีมชาติอังกฤษกี่นัด,57
พอล จอห์น แกสคอยน์ มีอีกชื่อที่รู้จักกันดีคือชื่ออะไร,แกซซา
หลวงพ่อคูณได้ทำพินัยกรรมซึ่งมีใจความระบุให้มอบสังขารของท่านหลังจากท่านมรณภาพให้แก่มหาวิทยาลัยใด,มหาวิทยาลัยขอนแก่น
นายใจเด็ด พรไชยาเคยเป็นอธิบดีอัยการฝ่ายคดีใด,คดีอาญา
ในวอลเลย์บอลเวิลด์กรังด์ปรีซ์ 2003 มีจำนวนทีมวอลเลย์บอลหญิงที่เข้าร่วมเป็นจำนวนเท่าไหร่,12
บทความแรกในวิกิพีเดียภาษาอินโดนีเซียคือบทความใด,Electron
สโรชา พรอุดมศักดิ์ มีชื่อเล่นว่าอะไร,แอ้ม
สโรชา พรอุดมศักดิ์จบปริญญาตรีจากที่ใด,มหาวิทยาลัยแอริโซนาสเตต
น้ำมัน E85 จะมีค่าออกเทน อยู่ที่ 100 ถึงเท่าไร,105
สาขาแรกในระดับปริญญาเอกของมหาวิทยาลัยเกษตรศาสตร์คือสาขาใด,ปฐพีวิทยา
ต้นมณเฑียรไทยเป็นพืชล้มลุกที่อยู่ในวงศ์ใด,Scrophulariaceae
กลีบดอกล่างของต้นมณเฑียรไทยมีลักษณะหยักเว้าเป็นกี่พู,3
กชกร นิมากรณ์ ชื่อเล่นคืออะไร,เงาะ
ผลงานสร้างชื่อให้กับกมลชนก โกมลฐิติ จากบทบาทอังศุมาลิน ในละครเรื่องอะไร,เรื่อง คู่กรรม
กมลเนตร เรืองศรี ชื่อเล่น อาย เป็นนักแสดงหญิงชาวไทย รับเกียรตินิยมอันดับหนึ่ง จากมหาวิทยาลัยอะไร,มหาวิทยาลัยเกษตรศาสตร์
กัญญ์ณรัณ วงศ์ขจรไกล มีชื่อเดิมว่าอะไร,กนกทิพ วงศ์ขจรไกล
กันต์ดนย์ อะคาซาน ชื่อเล่น แฟร์ เป็นนักแสดงลูกครึ่งไทย-โมร็อกโก เกิดที่ประเทศอะไร,ประเทศอังกฤษ
แม่ของกันต์ดนย์ อะคาซาน ชื่อเล่น แฟร์ เป็นนักแสดงลูกครึ่งไทย-โมร็อกโก คือใคร,ดารุณี อะคาซาน
กุลธิดา พริ้งเกษมชัย เป็นนักแสดงชาวไทย มีชื่อเล่นเรียกว่าอะไร,ซีแนน
กุลธิดา พริ้งเกษมชัย เข้าประกวดในรายการสงครามนางงาม the casting project รับบทเป็นใคร,ลูกน้ำ นางงามเลสเบี้ยน
เกวลิน คอตแลนต์ นักร้องและนักแสดงหญิงชาวไทย มีชื่อเล่นเรียกว่าอะไร,อ้อน
สามีของเกวลิน คอตแลนต์ คือใคร,นิคม ใจมา
เกวลิน พูลภีไกร หรือ เกรซ เดอะสตาร์ เข้าแข่งขันรายการ เดอะสตาร์ ค้นฟ้าคว้าดาว ปี 11 ได้รับตำแหน่งใด,ตำแหน่งรองชนะเลิศอันดับ 2
เกวลิน ศรีวรรณา เป็นนักแสดงและนางงามชาวไทย มีชื่อเล่นเรียกว่าอะไร,ยีนส์
นอกจากนักแสดง ครูสอนเต้น แล้ว เกศริน เอกธวัชกุล ยังทำอะไรอีก,นักเทควันโด้ทีมชาติ
สามีของ ปิ่น เก็จมณี วรรธนะสิน คือใคร,เจตริน วรรธนะสิน
ขวัญฤดี กลมกล่อม รับบทนางเอกเรื่องแรกในปี 2531 คือเรื่องอะไร,เรื่อง รัตนาวดี
คุณตาของแพนเค้ก เขมนิจ จามิกรณ์ คือใคร,ปรีดา รอดโพธิ์ทอง
เขมสรณ์ หนูขาว มีชื่อเล่นว่าอะไร,มิลค์
เขมสรณ์ หนูขาว มีชื่อเสียงจากภาพยนตร์เรื่อง เสียดาย ในปี พ.ศ. 2537 จากการกำกับของใคร,หม่อมเจ้าชาตรีเฉลิม ยุคล
เจ้านิรมิต สิริสุขะ ใช้สกุลเดิมว่าอะไร,มหาวงศนันท์
คุณตาของเข็มอัปสร สิริสุขะนักแสดงชาวไทย มีนามว่าอะไร,เจ้าคำนพ มหาวงศนันท์
สามีของคัทลียา แมคอินทอช นักแสดงและพิธีกรสาวชาวไทย คือใคร,สงกรานต์ กระจ่างเนตร์
คริส หอวัง นักแสดงชาวไทย มีชื่อจริงว่าอะไร,ศิริน หอวัง
น้องสาวแท้ๆ ของคริส หอวัง คือใคร,พลอย หอวัง
ครูผู้สอน การเต้น การร้องเพลง ให้กับ คริสตี้ กิ๊บสัน และโจนัส แอนเดอร์สัน คือใคร,ไมเคิล เครสเวล
คะนึงนิจ จักรสมิทธานนท์ นักแสดงและพิธีกรชาวไทย เกิดที่โรงพยาบาลอะไร,โรงพยาบาลกรุงเทพคริสเตียน
คัคกิ่งรักส์ คิคคิคสะระณัง นักแสดงชาวไทย มีชื่อเดิมว่าอะไร,พิมพ์อักษิพร วินโกมินทร์
คาร์โรไลน์ เอมมา สปริงเก็ตต์ นักแสดงและนางแบบลูกครึ่งไทยอังกฤษ เป็นที่รู้จักในชื่ออะไร,คารีสา สปริงเก็ตต์
แม่ของแก้ว อภิรดี ภวภูตานนท์ ณ มหาสารคาม คือใคร,อำไพ ภวภูตานนท์ ณ มหาสารคาม
ปู่ของเอมี่ กลิ่นประทุม หรือ มีชื่อจริงว่า เอมิกา กลิ่นประทุม คือใคร,นายทวิช กลิ่นประทุม
ญาญ่า อุรัสยา เสปอร์บันด์ ได้เข้าร่วมโครงการค้นหานางแบบหน้าใหม่ โดยคำชักชวนของใคร,สมบัษร ถิระสาโรช
แอน ทองประสม แสดงละครเรื่องแรกกับสถานีโทรทัศน์ไทยทีวีสีช่อง 3 ปี 2535 ในเรื่องอะไร,เรื่อง เวลาในขวดแก้ว
หยาดทิพย์ ราชปาล มีชื่อเล่นว่าอะไร,หยาด
พระเจ้าวรวงศ์เธอ พระองค์เจ้าโสมสวลี พระวรราชาทินัดดามาตุ พระนามเดิมว่าอะไร,หม่อมหลวงโสมสวลี กิติยากร
พระนามเดิมของท่านผู้หญิงพันธุ์สวลี กิติยากร ใช้พระนามว่าอะไร,หม่อมเจ้าพันธุ์สวลี ยุคล
สุนารี ราชสีมา นักร้องเพลงลูกทุ่งไทย มีชื่อจริงว่าอะไร,ทิม สอนนา
สามีของสุนารี ราชสีมา นักร้องและราชินีเพลงลูกทุ่งไทยจากเมืองย่าโม มีชื่อว่าอะไร,วาวเตอร์ เดราฟ
วิกกี้ หรือ สุนิสา เจทท์ เกิดที่รัฐแมรีแลนด์ ประเทศอะไร,สหรัฐอเมริกา
พี่ชายของสุนิสา เจทท์ นักแสดงและนางแบบชาวไทย คือใคร,วิทวัฒน์ เจทท์
นามสกุลเดิมของ สุวนันท์ ปุณณกันต์ ใช้ว่าอะไร,คงยิ่ง
สามีของกบ สุวนันท์ ปุณณกันต์ คือใคร,ดนุพร ปุณณกันต์
บิดาของสุธาสินี พุทธินันทน์ คือใคร,นายเรวัต พุทธินันทน์
สิริยากร พุกกะเวส อดีตนักแสดงสาวชาวไทย มีชื่อเล่นเรียกว่าอะไร,อุ้ม
ลูกสาวคนที่สองของ อุ้ม สิริยากร มีชื่อว่าอะไร,ด.ญ.อนีคา โรส มาร์ควอร์ท
สุพรรณ บูรณะพิมพ์ มีชื่อเล่นว่าอะไร,ต้อย
สุพรรณ บูรณะพิมพ์ นักแสดงและผู้กำกับอาวุโส เล่นเป็นนางเอกเรื่อง พันท้ายนรสิงห์ ปี พ.ศ. 2487 คู่กับใคร,สุรสิทธิ์ สัตยวงษ์
สินจัย เปล่งพานิช หรือ นก นักแสดงชาวไทย ใช้นามสกุลเดิมว่าอะไร,หงษ์ไทย
หลานชายของฉัตรชัย เปล่งพานิช คือใคร,เรย์ ศิรวิชญ์ เปล่งพานิช
สรวงสุดา ลาวัณย์ประเสริฐ นางสาวไทย คนที่ 34 มีชื่อเล่นว่าอะไร,น้ำฝน
บ้านเกิดของรวงสุดา ลาวัณย์ประเสริฐ หรือ น้ำฝน เป็นนางสาวไทย คนที่ 34 อยู่จังหวัดอะไร,จังหวัดนครนายก
สาวิตรี สามิภักดิ์ นักแสดงและพิธีกรชาวไทย มีชื่อจริงว่าอะไร,นฤมล สามิภักดิ์
ลูกชายของสกาวใจ พูนสวัสดิ์ มีชื่อว่าอะไร,ด.ช. จอมทัพ พูนสวัสดิ์
ศกุนตลา เทียนไพโรจน์ หรือ ดีเจต้นหอม เกิดที่จังหวัดอะไร,กรุงเทพฯ
น้องสาวต่างบิดาของนักแสดงสาวศรีริต้า เจนเซ่น คือใคร,พิมลพรรณ ศิริบรรจง
วิชุดา พินดั้ม นักแสดงสาวชาวไทย มีชื่อเล่นเรียกว่าอะไร,แหม่ม
แหม่ม วิชุดา พินดั้ม จบปริญญาตรีจากมหาวิทยาลัยรามคำแหง คณะอะไร,คณะรัฐศาสตร์
ราศรี บาเล็นซิเอก้า จิราธิวัฒน์ ใช้นามสกุลเดิมว่าอะไร,บาเล็นซิเอก้า
สามีของ มาร์กี้ ราศรี บาเล็นซิเอก้า จิราธิวัฒน์ คือใคร,ป๊อก ภัสสรกรณ์ จิราธิวัฒน์
ละครเรื่องบุพเพสันนิวาส ออกอากาศในปี พ.ศ. 2561 เบลล่า ราณี แคมเปน แสดงคู่กับใคร,ธนวรรธน์ วรรธนะภูติ
พี่สาวของรัดเกล้า อามระดิษ นักร้องและนักแสดงชาวไทย คือใคร,ดร.ใกล้รุ่ง อามระดิษ
ยศวดี หัสดีวิจิตร เป็นนางแบบ นักร้อง และนักแสดงชาวไทย มีชื่อเล่นเรียกว่าอะไร,โย
มยุริญ ผ่องผุดพันธ์ นักแสดงชาวไทย มีชื่อเล่นว่าอะไร,กิ๊ก
มณีนุช เสมรสุต จบการศึกษาระดับมัธยมปลายที่โรงเรียนอะไร,โรงเรียนศรีวิกรม์
โรงเรียนสอนด้านดนตรีของครูอ้วน มณีนุช ชื่อว่าอะไร,M.S. STUDIO
ภีรนีย์ คงไทย นักแสดงลูกครึ่งไทย-นอร์เวย์ มีชื่อเล่นเรียกว่าอะไร,แมท
แม่ของแมท ภีรนีย์ คงไทย ใช้นามสกุลเดิมว่าอะไร,วงศ์ดารา
แพน ภิญญดา ภิญญากมลชาติ ชื่อเดิมเรียกว่าอะไร,นันท์ปภัส ปิ่นโรจน์กีรติ
พี่ชายของแพน ภิญญดา ภิญญากมลชาติ คือใคร,วีเจนภัทร นัตธนนท์ ปิ่นโรจน์กีรติ
ภัคจิรา กรรรัตนสูตร มีชื่อเล่นเรียกว่าอะไร,นาแนน
ภัคจีรา วรรณสุทธิ์ มีชื่อเล่นเรียกว่าอะไร,โอ๋
ลูกสาวคนเดียวของ โอ๋ ภัคจีรา วรรณสุทธิ์ คือใคร,แสนดี พสวงศ์
พิศมัย วิไลศักดิ์ เป็นศิลปินนักแสดงอาวุโสและเป็นครูสอนศิลปะการแสดง ใช้ชื่อเล่นว่าอะไร,มี้
บิดาของมี้ พิศมัย วิไลศักดิ์ คือใคร,นายหงวน วิไลศักดิ์
เพ็ญพักตร์ ศิริกุล เป็นนักแสดง นางแบบ และนักร้องชาวไทย ชื่อเล่นเรียกว่าอะไร,ต่าย
จังหวัดบ้านเกิดของ ต่าย เพ็ญพักตร์ ศิริกุล อยู่ที่ไหน,จังหวัดเชียงใหม่
เพชรา เชาวราษฎร์ มีชื่อเล่นเรียกว่าอะไร,อี๊ด
เพชรา เชาวราษฎร์ แสดงภาพยนตร์เรื่อง บันทึกรักของพิมพ์ฉวี เมื่อ พ.ศ. 2505 คู่กับใคร,มิตร ชัยบัญชา
พิยดา จุฑารัตนกุล สกุลเดิมใช้ว่าอะไร,อัครเศรณี
ลูกสาวคนเดียวของอ้อม พิยดา จุฑารัตนกุล มีชื่อว่าอะไร,นาวา พัชรนันท์ จุฑารัตนกุล
พิมพ์มาดา บริรักษ์ศุภก เรียนสาขาการโรงแรมและการท่องเที่ยว จากมหาวิทยลัยอะไร,มหาวิทยาลัยกรุงเทพ
พัชราภา ไชยเชื่อ นักแสดง นางแบบหญิงชาวไทย มีชื่อเล่นเรียกว่าอะไร,อั้ม
ชื่อเดิมตามสูติบัตรของ อั้ม พัชราภา นักแสดง นางแบบหญิงชาวไทย ใช้ว่าอะไร,ด.ญ.ไข่มุก ไชยเชื้อ
พอลล่า เทเลอร์ มีชื่อจริงเรียกว่าอะไร,พัลลภา มาร์กาเรต เทย์เลอร์
ลูกสาวคนที่สามของ พอลล่า เทเลอร์ มีชื่อว่าอะไร,ลูเอลล่า ลูอีส บัทส์เทอรี่
พลอยชมพู ศุภทรัพย์ นักแสดงหญิงชาวไทย มีชื่อเล่นเรียกว่าอะไร,แจน
สามีของเอ๋ พรทิพย์ คือใคร,ณัฐวุฒิ สกิดใจ
พรทิพย์ วงศ์กิจจานนท์ เกิดที่ไหน,กรุงเทพมหานคร
ลูกสาวของเบนซ์ พรชิตา ณ สงขลา มีชื่อว่าอะไร,ด.ญ.รัตน์นรี หิรัณยัษฐิติ
ตะกวดมักอาศัยอยู่ที่ใด,ต้นไม้
นางสำมนักขาเป็นธิดาของท้าวลัสเตียนและใคร,นางรัชฎา
สวามีของนางสำมนักขามีชื่อว่าอะไร,ชิวหา
ผู้ใดเป็นพิธีกรรายการโทรทัศน์เด็กสืบโขน,ชวิน ลิขิตเจริญพงษ์
หลุมฝังศพของฟาโรห์เซเนบคายถูกค้นพบในปี พ.ศ. อะไร,2557
ผู้ค้นพบหลุมฝังศพของฟาโรห์เซเนบคายคือใคร,Josef W. Wegner
สำนักงานบริหารโครงการร่วมผลิตแพทย์เพิ่มเพื่อชาวชนบท ที่จัดตั้งในปี พ.ศ. 2540 มีชื่อย่อว่าอะไร,สบพช.
เพลงเหนื่อยบ้างไหม เป็นซิงเกิลที่เท่าไร ของวงสล็อตแมชชีน,3
เพลงเหนื่อยบ้างไหม ถูกจัดอยู่ในอันดับที่เท่าไรในการจัดอันดับของ ซี้ดเอฟเอ็ม หมวดเพลงไทยสากล ประจำวันที่ 6 เมษายน พ.ศ. 2557,12
ผู้กำกับการแสดงละครโทรทัศน์เรื่อง เงินปากผี ที่สร้างครั้งที่สอง ในปี พ.ศ. 2549 คือใคร,ตรัยยุทธ กิ่งภากรณ์
