context,question,answer
ดอกไม้ประจำจังหวัดนครราชสีมาในประเทศไทยคือดอกอะไร   ดอกสาธร,ดอกไม้ประจำจังหวัดนครราชสีมาในประเทศไทยคือดอกอะไร,ดอกสาธร
เมืองหลวงของประเทศโมร็อกโกมีชื่อว่าอะไร   ราบัต,เมืองหลวงของประเทศโมร็อกโกมีชื่อว่าอะไร,ราบัต
กลุ่มบริษัท คิง เพาเวอร์ เป็นบริษัทด้านธุรกิจค้าปลีกสินค้าปลอดอากรของไทย ก่อตั้งในปี พ.ศ. ใด   2532,กลุ่มบริษัท คิง เพาเวอร์ เป็นบริษัทด้านธุรกิจค้าปลีกสินค้าปลอดอากรของไทย ก่อตั้งในปี พ.ศ. ใด,2532
ใครคือผู้ก่อตั้งบริษัทด้านธุรกิจค้าปลีกสินค้าปลอดอากรของไทยชื่อว่า กลุ่มบริษัท คิง เพาเวอร์   วิชัย ศรีวัฒนประภา,ใครคือผู้ก่อตั้งบริษัทด้านธุรกิจค้าปลีกสินค้าปลอดอากรของไทยชื่อว่า กลุ่มบริษัท คิง เพาเวอร์,วิชัย ศรีวัฒนประภา
หลวงตาจันทร์ที่เป็นศิษย์ผู้ใกล้ชิดและเคยอุปัฎฐากของหลวงตาบัว ที่วัดป่าหลวงตาบัวมีอีกชื่อหนึ่งว่าอะไร   พระอาจารย์ภูสิต,หลวงตาจันทร์ที่เป็นศิษย์ผู้ใกล้ชิดและเคยอุปัฎฐากของหลวงตาบัว ที่วัดป่าหลวงตาบัวมีอีกชื่อหนึ่งว่าอะไร,พระอาจารย์ภูสิต
อุทยานแห่งชาติตองการิโรของประเทศนิวซีแลนด์ได้รับการจดทะเบียนให้เป็นมรดกโลกเมื่อปี พ.ศ. ใด   2533,อุทยานแห่งชาติตองการิโรของประเทศนิวซีแลนด์ได้รับการจดทะเบียนให้เป็นมรดกโลกเมื่อปี พ.ศ. ใด,2533
อุทยานแห่งชาติตองการิโรที่ตั้งอยู่บริเวณเกาะเหนือของประเทศนิวซีแลนด์จัดตั้งขึ้นในปี ค.ศ. ใด   1887,อุทยานแห่งชาติตองการิโรที่ตั้งอยู่บริเวณเกาะเหนือของประเทศนิวซีแลนด์จัดตั้งขึ้นในปี ค.ศ. ใด,1887
หนังสือเสียวสวาดหรือนิทานเสียวสวาดซึ่งเป็นวรรณกรรมสุดยอดของลาวสันนิษฐานว่าน่าจะแต่งขึ้นในสมัยของกษัตริย์พระองค์ใด   พระเจ้าสุริยวงศาธรรมิกราช,หนังสือเสียวสวาดหรือนิทานเสียวสวาดซึ่งเป็นวรรณกรรมสุดยอดของลาวสันนิษฐานว่าน่าจะแต่งขึ้นในสมัยของกษัตริย์พระองค์ใด,พระเจ้าสุริยวงศาธรรมิกราช
ใครเป็นผู้กำกับภาพยนตร์แอนิเมชันของสหภาพโซเวียตเรื่อง อาเวมารีอา   Vladimir Danilyevich และ Ivan Ivanov-Vano,ใครเป็นผู้กำกับภาพยนตร์แอนิเมชันของสหภาพโซเวียตเรื่อง อาเวมารีอา,Vladimir Danilyevich และ Ivan Ivanov-Vano
ภาพยนตร์แอนิเมชันของสหภาพโซเวียตเรื่อง อาเวมารีอา มีเนื้อหาต่อต้านสงครามของประเทศใด   เวียดนาม,ภาพยนตร์แอนิเมชันของสหภาพโซเวียตเรื่อง อาเวมารีอา มีเนื้อหาต่อต้านสงครามของประเทศใด,เวียดนาม
โรงเรียนสุรพินท์พิทยา อำเภอลำดวน จังหวัดสุรินทร์ ก่อตั้งขึ้นเมื่อปี พ.ศ. ใด   2520,โรงเรียนสุรพินท์พิทยา อำเภอลำดวน จังหวัดสุรินทร์ ก่อตั้งขึ้นเมื่อปี พ.ศ. ใด,2520
"สถานที่ใดที่ใช้เป็นสถานที่จัดแสดงละครเวทีประกอบเพลงเรื่อง ""พระมหาชนก เดอะฟีโนมีนอล ไลฟ์โชว์"" ในปี พ.ศ. 2557   สวนเบญจกิตติ","สถานที่ใดที่ใช้เป็นสถานที่จัดแสดงละครเวทีประกอบเพลงเรื่อง ""พระมหาชนก เดอะฟีโนมีนอล ไลฟ์โชว์"" ในปี พ.ศ. 2557",สวนเบญจกิตติ
สมาคมฮินดูธรรมสภา หรือ วัดวิษณุ ยานนาวา เป็นโบสถ์พราหมณ์ลัทธิใด   ไวษณพ,สมาคมฮินดูธรรมสภา หรือ วัดวิษณุ ยานนาวา เป็นโบสถ์พราหมณ์ลัทธิใด,ไวษณพ
"""เการักที่เกาหลี ซอร์รี ซารังเฮโย"" เป็นภาพยนตร์ไทยที่กำกับโดยพจน์ อานนท์ ถูกนำมาฉายครั้งแรกเมื่อปี พ.ศ. ใด   2553","""เการักที่เกาหลี ซอร์รี ซารังเฮโย"" เป็นภาพยนตร์ไทยที่กำกับโดยพจน์ อานนท์ ถูกนำมาฉายครั้งแรกเมื่อปี พ.ศ. ใด",2553
"นักร้องชาวเกาหลีคนใดที่แสดงเป็นพระเอกเกาหลีในภาพยนตร์ไทยเรื่อง ""เการักที่เกาหลี ซอร์รี ซารังเฮโย"" ซึ่งกำกับโดยพจน์ อานนท์   โน อาจู","นักร้องชาวเกาหลีคนใดที่แสดงเป็นพระเอกเกาหลีในภาพยนตร์ไทยเรื่อง ""เการักที่เกาหลี ซอร์รี ซารังเฮโย"" ซึ่งกำกับโดยพจน์ อานนท์",โน อาจู
ไก่ฟ้าพญาลอสามารถผสมพันธุ์และวางไข่ได้เมื่อมีอายุประมาณกี่ปี   2,ไก่ฟ้าพญาลอสามารถผสมพันธุ์และวางไข่ได้เมื่อมีอายุประมาณกี่ปี,2
ไก่ฟ้าพญาลอเป็นไก่ขนาดกลางที่จัดอยู่ในวงศ์ใด   วงศ์ไก่ฟ้าและนกกระทา,ไก่ฟ้าพญาลอเป็นไก่ขนาดกลางที่จัดอยู่ในวงศ์ใด,วงศ์ไก่ฟ้าและนกกระทา
"ใครคือผู้ที่ได้รับรางวัลเกียรติยศ ""บันเทิงเทิดธรรม"" ของงานรางวัลไนน์เอ็นเตอร์เทน อวอร์ดส์ ครั้งที่ 7 ประจำปี พ.ศ. 2556   ธนพร แวกประยูร","ใครคือผู้ที่ได้รับรางวัลเกียรติยศ ""บันเทิงเทิดธรรม"" ของงานรางวัลไนน์เอ็นเตอร์เทน อวอร์ดส์ ครั้งที่ 7 ประจำปี พ.ศ. 2556",ธนพร แวกประยูร
ณเดชน์ คูกิมิยะ ได้รับรางวัลใดในงานรางวัลไนน์เอ็นเตอร์เทน อวอร์ดส์ ครั้งที่ 7 ประจำปี พ.ศ. 2556   นักแสดงชายแห่งปี,ณเดชน์ คูกิมิยะ ได้รับรางวัลใดในงานรางวัลไนน์เอ็นเตอร์เทน อวอร์ดส์ ครั้งที่ 7 ประจำปี พ.ศ. 2556,นักแสดงชายแห่งปี
นักบินหญิงที่บังคับอากาศยานปีกตรึงแห่งกองทัพอากาศอัฟกานิสถานคนแรกในประวัติศาสตร์มีชื่อว่าอะไร   นีลูฟัร ราฮ์มานี,นักบินหญิงที่บังคับอากาศยานปีกตรึงแห่งกองทัพอากาศอัฟกานิสถานคนแรกในประวัติศาสตร์มีชื่อว่าอะไร,นีลูฟัร ราฮ์มานี
นีลูฟัร ราฮ์มานี นักบินหญิงคนแรกของกองทัพอัฟกานิสถานได้รับรางวัลใดจากกระทรวงการต่างประเทศ สหรัฐอเมริกาเมื่อปี ค.ศ. 2015   สตรีผู้กล้าหาญนานาชาติ,นีลูฟัร ราฮ์มานี นักบินหญิงคนแรกของกองทัพอัฟกานิสถานได้รับรางวัลใดจากกระทรวงการต่างประเทศ สหรัฐอเมริกาเมื่อปี ค.ศ. 2015,สตรีผู้กล้าหาญนานาชาติ
"""ส้มปรุ"" ""ส้านกว้าง"" ""ส้านป้าว"" และ ""แส้น"" เป็นชื่อพื้นเมืองของพืชสกุลส้านชนิดใด   มะตาด","""ส้มปรุ"" ""ส้านกว้าง"" ""ส้านป้าว"" และ ""แส้น"" เป็นชื่อพื้นเมืองของพืชสกุลส้านชนิดใด",มะตาด
นักร้องลูกทุ่งหญิง ราตรี ศรีวิไล มีสมญานามว่าอะไร   ราชินีหมอลำซิ่ง,นักร้องลูกทุ่งหญิง ราตรี ศรีวิไล มีสมญานามว่าอะไร,ราชินีหมอลำซิ่ง
"ภาพยนตร์อเมริกันแนวไซไฟเรื่อง ""เมซ รันเนอร์ วงกตมฤตยู"" เป็นภาพยนตร์ที่สร้างมาจากนวนิยายของใคร   เจมส์ แดชเนอร์","ภาพยนตร์อเมริกันแนวไซไฟเรื่อง ""เมซ รันเนอร์ วงกตมฤตยู"" เป็นภาพยนตร์ที่สร้างมาจากนวนิยายของใคร",เจมส์ แดชเนอร์
"ภาพยนตร์อเมริกันแนวไซไฟเรื่อง ""เมซ รันเนอร์ วงกตมฤตยู"" เข้าฉายครั้งแรกในสหรัฐอเมริกาเมื่อปี พ.ศ. ใด   2557","ภาพยนตร์อเมริกันแนวไซไฟเรื่อง ""เมซ รันเนอร์ วงกตมฤตยู"" เข้าฉายครั้งแรกในสหรัฐอเมริกาเมื่อปี พ.ศ. ใด",2557
ตึกระฟ้ามหานครที่ตั้งอยู่ติดกับสถานีรถไฟฟ้าบีทีเอสช่องนนทรีมีกี่ชั้น   77,ตึกระฟ้ามหานครที่ตั้งอยู่ติดกับสถานีรถไฟฟ้าบีทีเอสช่องนนทรีมีกี่ชั้น,77
คนไข้ที่ป่วยเป็นโรคเบาหวานประเภท 1 ต้องฉีดฮอร์โมนชนิดใดเข้าที่ใต้ผิวหนังเพื่อช่วยให้รอดชีวีต   อินซูลิน,คนไข้ที่ป่วยเป็นโรคเบาหวานประเภท 1 ต้องฉีดฮอร์โมนชนิดใดเข้าที่ใต้ผิวหนังเพื่อช่วยให้รอดชีวีต,อินซูลิน
คริสโตเฟอร์ เอ็ดเวิร์ด โนแลน ผู้กำกับภาพยนตร์ นักเขียน และโปรดิวเซอร์ชาวอังกฤษ-อเมริกันก่อตั้งบริษัทผลิตภาพยนตร์ที่มีชื่อว่าอะไร   ซินก็อปปี้ฟิมส์,คริสโตเฟอร์ เอ็ดเวิร์ด โนแลน ผู้กำกับภาพยนตร์ นักเขียน และโปรดิวเซอร์ชาวอังกฤษ-อเมริกันก่อตั้งบริษัทผลิตภาพยนตร์ที่มีชื่อว่าอะไร,ซินก็อปปี้ฟิมส์
โปรแกรมเมอร์ชาวอเมริกัน เดฟ ไฮแอตต์ เริ่มทำงานที่บริษัทแอปเปิลคอมพิวเตอร์เมื่อปี พ.ศ. ใด   2545,โปรแกรมเมอร์ชาวอเมริกัน เดฟ ไฮแอตต์ เริ่มทำงานที่บริษัทแอปเปิลคอมพิวเตอร์เมื่อปี พ.ศ. ใด,2545
เจ้าเมืองสงขลาคนแรกคือใคร   ดะโต๊ะ โมกอล,เจ้าเมืองสงขลาคนแรกคือใคร,ดะโต๊ะ โมกอล
เจ้าเมืองสงขลาคนแรกที่มีชื่อว่า ดะโต๊ะ โมกอล ถึงแก่อสัญกรรมในรัชสมัยของกษัตริย์องค์ใด   พระเจ้าทรงธรรม,เจ้าเมืองสงขลาคนแรกที่มีชื่อว่า ดะโต๊ะ โมกอล ถึงแก่อสัญกรรมในรัชสมัยของกษัตริย์องค์ใด,พระเจ้าทรงธรรม
วัดพระศรีรัตนศาสดารามมีชื่อเรียกอีกชื่อหนึ่งว่าอะไร   วัดพระแก้ว,วัดพระศรีรัตนศาสดารามมีชื่อเรียกอีกชื่อหนึ่งว่าอะไร,วัดพระแก้ว
พระพุทธมหามณีรัตนปฏิมากรหรือพระแก้วมรกตประดิษฐานอยู่ที่วัดใดในปัจจุบัน   วัดพระศรีรัตนศาสดาราม,พระพุทธมหามณีรัตนปฏิมากรหรือพระแก้วมรกตประดิษฐานอยู่ที่วัดใดในปัจจุบัน,วัดพระศรีรัตนศาสดาราม
สาธารณรัฐลัตเวียมีอาณาเขตติดกับประเทศรัสเซียทางทิศใด   ตะวันออก,สาธารณรัฐลัตเวียมีอาณาเขตติดกับประเทศรัสเซียทางทิศใด,ตะวันออก
สาธารณรัฐลัตเวียได้รับเอกราชเมื่อปี พ.ศ. ใด   2533,สาธารณรัฐลัตเวียได้รับเอกราชเมื่อปี พ.ศ. ใด,2533
มหาวิทยาลัยเอกชนแห่งแรกที่ตั้งอยู่ในภาคตะวันออกเฉียงเหนือของประเทศไทยคือมหาวิทยาลัยใด   มหาวิทยาลัยวงษ์ชวลิตกุล,มหาวิทยาลัยเอกชนแห่งแรกที่ตั้งอยู่ในภาคตะวันออกเฉียงเหนือของประเทศไทยคือมหาวิทยาลัยใด,มหาวิทยาลัยวงษ์ชวลิตกุล
เนลล์ ฮาร์เปอร์ ลี ได้รับรางวัลพูลิตเซอร์สาขาวรรณกรรมจากวรรณกรรมเรื่องใด   To Kill a Mockingbird,เนลล์ ฮาร์เปอร์ ลี ได้รับรางวัลพูลิตเซอร์สาขาวรรณกรรมจากวรรณกรรมเรื่องใด,To Kill a Mockingbird
การจัดระดับการประเมินคุณภาพผลงานวิจัยเชิงวิชาการที่จัดโดยสำนักงานกองทุนสนับสนุนการวิจัยแบ่งออกเป็นกี่ระดับ   5,การจัดระดับการประเมินคุณภาพผลงานวิจัยเชิงวิชาการที่จัดโดยสำนักงานกองทุนสนับสนุนการวิจัยแบ่งออกเป็นกี่ระดับ,5
การจัดระดับการประเมินคุณภาพผลงานวิจัยเชิงวิชาการครั้งที่ 1 (พ.ศ. 2550) ที่จัดโดยสำนักงานกองทุนสนับสนุนการวิจัย มีคณะที่อยู่ในระดับดีมากกี่คณะ   11,การจัดระดับการประเมินคุณภาพผลงานวิจัยเชิงวิชาการครั้งที่ 1 (พ.ศ. 2550) ที่จัดโดยสำนักงานกองทุนสนับสนุนการวิจัย มีคณะที่อยู่ในระดับดีมากกี่คณะ,11
ผู้เล่นในทีมบาสเกตบอลที่รับหน้าที่ทำคะแนนและคุมผู้เล่นวงนอกที่เก่งที่สุดของฝ่ายตรงข้ามมีชื่อเรียกว่าอะไร   ชู้ตติ้งการ์ด,ผู้เล่นในทีมบาสเกตบอลที่รับหน้าที่ทำคะแนนและคุมผู้เล่นวงนอกที่เก่งที่สุดของฝ่ายตรงข้ามมีชื่อเรียกว่าอะไร,ชู้ตติ้งการ์ด
ไมเคิล จอร์แดน นักบาสเกตบอลที่มีชื่อเสียงระดับโลกเกิดที่รัฐใดในประเทศสหรัฐอเมริกา   นิวยอร์ก,ไมเคิล จอร์แดน นักบาสเกตบอลที่มีชื่อเสียงระดับโลกเกิดที่รัฐใดในประเทศสหรัฐอเมริกา,นิวยอร์ก
ไมเคิล ดักลาส กริฟฟินเข้ารับตำแหน่งผู้บริหารขององค์การนาซาตั้งแต่ปี ค.ศ. ใด   2005,ไมเคิล ดักลาส กริฟฟินเข้ารับตำแหน่งผู้บริหารขององค์การนาซาตั้งแต่ปี ค.ศ. ใด,2005
ไมเคิล ดักลาส กริฟฟินเคยเป็นหัวหน้าภาควิชาอวกาศศึกษาที่ห้องทดลองฟิสิกส์ประยุกต์ของมหาวิทยาลัยใด   จอนส์ฮอปกินส์,ไมเคิล ดักลาส กริฟฟินเคยเป็นหัวหน้าภาควิชาอวกาศศึกษาที่ห้องทดลองฟิสิกส์ประยุกต์ของมหาวิทยาลัยใด,จอนส์ฮอปกินส์
ไมเคิล คลาร์ก ดันแคน นักแสดงผิวดำชาวอเมริกันที่มีชื่อเสียงเสียชีวิตอย่างกะทันหันจากอาการใด   หัวใจล้มเหลว,ไมเคิล คลาร์ก ดันแคน นักแสดงผิวดำชาวอเมริกันที่มีชื่อเสียงเสียชีวิตอย่างกะทันหันจากอาการใด,หัวใจล้มเหลว
นักแสดงผิวดำชาวอเมริกันที่มีชื่อเสียงคนใดเคยเป็นบอดี้การ์ดให้เหล่าคนดังในแวดวงฮอลลีวู้ดมาก่อนที่จะเป็นนักแสดง   ไมเคิล คลาร์ก ดันแคน,นักแสดงผิวดำชาวอเมริกันที่มีชื่อเสียงคนใดเคยเป็นบอดี้การ์ดให้เหล่าคนดังในแวดวงฮอลลีวู้ดมาก่อนที่จะเป็นนักแสดง,ไมเคิล คลาร์ก ดันแคน
นักบินอวกาศชาวอเมริกันคนใดเคยได้รับพระราชทานเครื่องราชอิสริยาภรณ์ชั้นตริตราภรณ์ช้างเผือกจากพระมหากษัตริย์ของไทยในปี พ.ศ. 2512   ไมเคิล คอลลินส์,นักบินอวกาศชาวอเมริกันคนใดเคยได้รับพระราชทานเครื่องราชอิสริยาภรณ์ชั้นตริตราภรณ์ช้างเผือกจากพระมหากษัตริย์ของไทยในปี พ.ศ. 2512,ไมเคิล คอลลินส์
ไมเคิล คัตซิดิสเป็นนักมวยสากลของประเทศใด   ออสเตรเลีย,ไมเคิล คัตซิดิสเป็นนักมวยสากลของประเทศใด,ออสเตรเลีย
ไมเคิล คาร์บาฮาล นักกีฬาชกมวยได้รับเหรียญใดจากการแข่งขันกีฬาโอลิมปิก ปี พ.ศ. 2531 ที่ประเทศเกาหลีใต้   เงิน,ไมเคิล คาร์บาฮาล นักกีฬาชกมวยได้รับเหรียญใดจากการแข่งขันกีฬาโอลิมปิก ปี พ.ศ. 2531 ที่ประเทศเกาหลีใต้,เงิน
ไมเคิล คาร์ไลล์ ฮอลล์ได้รับรางวัลลูกโลกทองคำและรางวัลแซกอวอร์ดจากซีรีส์เรื่องใดในปี ค.ศ. 2009   เดกซ์เตอร์,ไมเคิล คาร์ไลล์ ฮอลล์ได้รับรางวัลลูกโลกทองคำและรางวัลแซกอวอร์ดจากซีรีส์เรื่องใดในปี ค.ศ. 2009,เดกซ์เตอร์
ไมเคิล เคิร์ก ดักลาสสร้างภาพยนตร์เรื่องใดในปี ค.ศ. 1975   One Flew Over the Cuckoo's Nest,ไมเคิล เคิร์ก ดักลาสสร้างภาพยนตร์เรื่องใดในปี ค.ศ. 1975,One Flew Over the Cuckoo's Nest
ไมเคิล สแตนลีย์ ดูคาคิสเป็นผู้ว่าการรัฐแมสซาชูเซตส์คนที่เท่าไร   65,ไมเคิล สแตนลีย์ ดูคาคิสเป็นผู้ว่าการรัฐแมสซาชูเซตส์คนที่เท่าไร,65
หม่อมราชวงศ์แน่งน้อย ศักดิ์ศรีได้ร่วมก่อตั้งสาขาสถาปัตยกรรมไทย คณะสถาปัตยกรรมศาสตร์ของมหาวิทยาลัยใด   จุฬาลงกรณ์มหาวิทยาลัย,หม่อมราชวงศ์แน่งน้อย ศักดิ์ศรีได้ร่วมก่อตั้งสาขาสถาปัตยกรรมไทย คณะสถาปัตยกรรมศาสตร์ของมหาวิทยาลัยใด,จุฬาลงกรณ์มหาวิทยาลัย
หม่อมราชวงศ์แน่งน้อย ศักดิ์ศรีเกษียณอายุราชการจากตำแหน่งอาจารย์คณะสถาปัตยกรรมศาสตร์ จุฬาลงกรณ์มหาวิทยาลัยในปี พ.ศ. ใด   2537,หม่อมราชวงศ์แน่งน้อย ศักดิ์ศรีเกษียณอายุราชการจากตำแหน่งอาจารย์คณะสถาปัตยกรรมศาสตร์ จุฬาลงกรณ์มหาวิทยาลัยในปี พ.ศ. ใด,2537
ใครเป็นผู้กำกับภาพยนตร์ไทยเรื่อง ปุกปุย ของบริษัทไท เอ็นเตอร์เทนเมนต์   อุดม อริยอุดมโรจน์,ใครเป็นผู้กำกับภาพยนตร์ไทยเรื่อง ปุกปุย ของบริษัทไท เอ็นเตอร์เทนเมนต์,อุดม อริยอุดมโรจน์
ผลงานกำกับภาพยนตร์เรื่องสุดท้ายของอุดม อริยอุดมโรจน์คือเรื่องใด   บังเอิญ...รักไม่สิ้นสุด,ผลงานกำกับภาพยนตร์เรื่องสุดท้ายของอุดม อริยอุดมโรจน์คือเรื่องใด,บังเอิญ...รักไม่สิ้นสุด
"เพลงที่ถูกเปิดมากที่สุดเป็นอันดับที่ห้าในวิทยุของสหรัฐฯในปี ค.ศ. 2011 ด้วยจำนวนการเปิด 509,000 ครั้ง จากข้อมูลของ Nielsen Broadcast Data Systems คือเพลงใด   ไฟร์เวิร์ก","เพลงที่ถูกเปิดมากที่สุดเป็นอันดับที่ห้าในวิทยุของสหรัฐฯในปี ค.ศ. 2011 ด้วยจำนวนการเปิด 509,000 ครั้ง จากข้อมูลของ Nielsen Broadcast Data Systems คือเพลงใด",ไฟร์เวิร์ก
ใครได้รับการคัดเลือกจากสภาแห่งชาติของประเทศลาวให้ดำรงตำแหน่งนายกรัฐมนตรีเมื่อ พ.ศ. 2545 - 2549   พลทหาร บุนยัง วอละจิด,ใครได้รับการคัดเลือกจากสภาแห่งชาติของประเทศลาวให้ดำรงตำแหน่งนายกรัฐมนตรีเมื่อ พ.ศ. 2545 - 2549,พลทหาร บุนยัง วอละจิด
"""เลนี"" ชื่อวงอินดีป็อปสัญชาติอเมริกันจากลอสแอนเจลิสมีชื่อเต็มว่าอะไร   Los Angeles New York","""เลนี"" ชื่อวงอินดีป็อปสัญชาติอเมริกันจากลอสแอนเจลิสมีชื่อเต็มว่าอะไร",Los Angeles New York
ผลงานชิ้นที่มีชื่อเสียงที่สุดของฌอร์ฌ-ปีแยร์ เซอราซึ่งเป็นจิตรกรชาวฝรั่งเศสมีชื่อว่าอะไร   บ่ายวันอาทิตย์บนเกาะลากร็องด์ฌัต,ผลงานชิ้นที่มีชื่อเสียงที่สุดของฌอร์ฌ-ปีแยร์ เซอราซึ่งเป็นจิตรกรชาวฝรั่งเศสมีชื่อว่าอะไร,บ่ายวันอาทิตย์บนเกาะลากร็องด์ฌัต
ผลงานชิ้นสุดท้ายที่ ฌอร์ฌ-ปีแยร์ เซอรา จิตรกรชาวฝรั่งเศสสมัยอิมเพรสชันนิสม์ใหม่เขียนค้างไว้ก่อนเสียชีวิตมีชื่อว่าอะไร   The Circus,ผลงานชิ้นสุดท้ายที่ ฌอร์ฌ-ปีแยร์ เซอรา จิตรกรชาวฝรั่งเศสสมัยอิมเพรสชันนิสม์ใหม่เขียนค้างไว้ก่อนเสียชีวิตมีชื่อว่าอะไร,The Circus
ไดแอน อีฟ วาร์เรน นักร้องนักแต่งเพลงแนวคันทรีและป็อปชาวอเมริกันเกิดที่รัฐใดในประเทศสหรัฐอเมริกา   แคลิฟอร์เนีย,ไดแอน อีฟ วาร์เรน นักร้องนักแต่งเพลงแนวคันทรีและป็อปชาวอเมริกันเกิดที่รัฐใดในประเทศสหรัฐอเมริกา,แคลิฟอร์เนีย
สูตินารีแพทย์ชาวเยอรมันคนใดเป็นผู้ค้นพบจุดกระสันหรือจี-สปอต   แอนสท์ แกรเฟนแบร์ก,สูตินารีแพทย์ชาวเยอรมันคนใดเป็นผู้ค้นพบจุดกระสันหรือจี-สปอต,แอนสท์ แกรเฟนแบร์ก
ใครดำรงตำแหน่งประธานาธิบดีคนที่ 4 แห่งสาธารณรัฐอาหรับอียิปต์   ฮุสนี มุบาร็อก,ใครดำรงตำแหน่งประธานาธิบดีคนที่ 4 แห่งสาธารณรัฐอาหรับอียิปต์,ฮุสนี มุบาร็อก
ฮุสนี มุบาร็อกเคยดำรงตำแหน่งเป็นรองประธานาธิบดีแห่งสาธารณรัฐอาหรับอียิปต์ในสมัยประธานาธิบดีท่านใด   อันวัร อัสซาดาต,ฮุสนี มุบาร็อกเคยดำรงตำแหน่งเป็นรองประธานาธิบดีแห่งสาธารณรัฐอาหรับอียิปต์ในสมัยประธานาธิบดีท่านใด,อันวัร อัสซาดาต
มิสเตอร์ทีมซึ่งเป็นวงดนตรีสัญชาติไทยก่อตั้งเมื่อปี พ.ศ. ใด   2542,มิสเตอร์ทีมซึ่งเป็นวงดนตรีสัญชาติไทยก่อตั้งเมื่อปี พ.ศ. ใด,2542
สมาชิกคนใดเป็นมือคีย์บอร์ดของวงมิสเตอร์ทีม   อดุลย์ นิยมวานิช,สมาชิกคนใดเป็นมือคีย์บอร์ดของวงมิสเตอร์ทีม,อดุลย์ นิยมวานิช
นักกีฬายิงปืนทีมชาติไทยคนใดถูกเจ้าหน้าที่ตำรวจลาวจับกุมขณะกำลังเดินออกจากสนามการแข่งขันกีฬาซีเกมส์ ครั้งที่ 25   จักรกฤษณ์ พณิชย์ผาติกรรม,นักกีฬายิงปืนทีมชาติไทยคนใดถูกเจ้าหน้าที่ตำรวจลาวจับกุมขณะกำลังเดินออกจากสนามการแข่งขันกีฬาซีเกมส์ ครั้งที่ 25,จักรกฤษณ์ พณิชย์ผาติกรรม
โพแทสเซียมเปอร์แมงกาเนตเป็นชื่อทางเคมีของสารชนิดใด   ด่างทับทิม,โพแทสเซียมเปอร์แมงกาเนตเป็นชื่อทางเคมีของสารชนิดใด,ด่างทับทิม
ผลึกของด่างทับทิมหรือโพแทสเซียมเปอร์แมงกาเนตมีสีใด   ม่วง,ผลึกของด่างทับทิมหรือโพแทสเซียมเปอร์แมงกาเนตมีสีใด,ม่วง
ราชบัณฑิตยสถานได้กำหนดชื่อภาษาอังกฤษของการละเล่นขี่ม้าก้านกล้วยว่าอะไร   Banana rib hobbyhorse riding,ราชบัณฑิตยสถานได้กำหนดชื่อภาษาอังกฤษของการละเล่นขี่ม้าก้านกล้วยว่าอะไร,Banana rib hobbyhorse riding
พระมหากษัตริย์ผู้ปกครองพระราชอาณาจักรกัมพูชาในปี พ.ศ. 2447 คือใคร   พระบาทสมเด็จพระสีสุวัตถิ์,พระมหากษัตริย์ผู้ปกครองพระราชอาณาจักรกัมพูชาในปี พ.ศ. 2447 คือใคร,พระบาทสมเด็จพระสีสุวัตถิ์
พระบาทสมเด็จพระสีสุวัตถิ์ผู้เคยปกครองพระราชอาณาจักรกัมพูชาทรงครองราชย์นานกี่ปี   24,พระบาทสมเด็จพระสีสุวัตถิ์ผู้เคยปกครองพระราชอาณาจักรกัมพูชาทรงครองราชย์นานกี่ปี,24
พันเอกวินัย สมพงษ์ ได้รับฉายาจากสื่อมวลชนว่าอะไร   นายไม้บรรทัด,พันเอกวินัย สมพงษ์ ได้รับฉายาจากสื่อมวลชนว่าอะไร,นายไม้บรรทัด
น้ำตกเก้าโจนที่อยู่ในเขตอำเภอสวนผึ้ง จังหวัดราชบุรี มีความสูงกี่ชั้น   9,น้ำตกเก้าโจนที่อยู่ในเขตอำเภอสวนผึ้ง จังหวัดราชบุรี มีความสูงกี่ชั้น,9
อุซามะฮ์ บิน ลาดิน มีชื่อเต็มว่าอะไร   อุซามะฮ์ บิน โมฮัมเหม็ด บิน อวัด บิน ลาดิน,อุซามะฮ์ บิน ลาดิน มีชื่อเต็มว่าอะไร,อุซามะฮ์ บิน โมฮัมเหม็ด บิน อวัด บิน ลาดิน
ภรรยาคนแรกของอุซามะฮ์ บิน ลาดิน มีชื่อว่าอะไร   นาจวา กาเน็ม,ภรรยาคนแรกของอุซามะฮ์ บิน ลาดิน มีชื่อว่าอะไร,นาจวา กาเน็ม
อุทยานแห่งชาติคลองลานอยู่ในจังหวัดใด   กำแพงเพชร,อุทยานแห่งชาติคลองลานอยู่ในจังหวัดใด,กำแพงเพชร
อุทยานแห่งชาติคลองลานได้รับการจัดตั้งให้เป็นอุทยานแห่งชาติอย่างเป็นทางการในปี พ.ศ. ใด   2525,อุทยานแห่งชาติคลองลานได้รับการจัดตั้งให้เป็นอุทยานแห่งชาติอย่างเป็นทางการในปี พ.ศ. ใด,2525
ใครเป็นผู้กำกับภาพยนตร์แอคชั่นสัญชาติฮ่องกงเรื่อง ไอ้หนุ่มพันมือ   หยวน หวูปิง,ใครเป็นผู้กำกับภาพยนตร์แอคชั่นสัญชาติฮ่องกงเรื่อง ไอ้หนุ่มพันมือ,หยวน หวูปิง
